"Gennemsnitsalder efter sogn og tid"

" ","2010","2011","2012","2013"
"8156 Gassum (Randers Kommune)",36.9,37.4,37.9,38.8
"8157 Hald (Randers Kommune)",37.1,37.4,38.3,39.0
"8158 Kærby (Randers Kommune)",38.2,38.7,39.9,41.3
"8159 Fjellerup (Norddjurs Kommune)",46.2,47.0,47.8,47.8
"8160 Glesborg (Norddjurs Kommune)",43.5,43.7,46.7,46.5
"8161 Ørum (Norddjurs Kommune)",43.1,42.7,42.3,42.9
"8162 Ginnerup (Norddjurs Kommune)",40.6,40.1,40.3,40.6
"8163 Nimtofte (Syddjurs Kommune)",40.7,40.6,40.6,41.6
"8164 Tøstrup (Syddjurs Kommune)",37.4,38.0,38.3,38.8
"8165 Anholt (Norddjurs Kommune)",47.1,48.8,48.4,46.4
"8166 Ålsø (Norddjurs Kommune)",45.1,45.6,45.7,45.9
"8167 Hoed (Norddjurs Kommune)",43.1,43.2,42.2,41.7
"8168 Vejlby (Norddjurs Kommune)",38.3,38.0,37.5,38.3
"8169 Homå (Norddjurs Kommune)",37.4,37.0,37.9,37.8
"8170 Lyngby (Norddjurs Kommune)",41.7,42.1,41.4,41.3
"8171 Albøge (Norddjurs Kommune)",40.6,40.8,40.8,41.7
"8172 Hyllested (Syddjurs Kommune)",42.5,43.3,43.1,45.8
"8173 Rosmus (Syddjurs Kommune)",42.3,42.1,42.1,42.9
"8174 Tirstrup (Syddjurs Kommune)",43.3,43.6,43.5,43.4
"8175 Fuglslev (Syddjurs Kommune)",49.2,49.1,48.2,48.8
"8176 Feldballe (Syddjurs Kommune)",37.3,37.8,38.0,38.0
"8177 Nødager (Syddjurs Kommune)",37.9,37.5,37.9,38.8
"8178 Kolind (Syddjurs Kommune)",41.4,41.6,41.4,41.2
"8179 Ebdrup (Syddjurs Kommune)",44.8,43.9,44.7,43.0
"8180 Skarresø (Syddjurs Kommune)",40.9,41.5,41.8,42.5
"8181 Sankt Mortens (Randers Kommune)",42.7,42.6,42.5,42.6
"8182 Sankt Peders (Randers Kommune)",40.4,40.1,40.1,40.0
"8183 Sankt Clemens (Randers Kommune)",42.8,42.7,42.6,42.3
"8184 Dronningborg (Randers Kommune)",42.3,42.4,42.9,43.0
"8185 Glenstrup (Mariagerfjord Kommune)",42.6,41.9,42.7,43.1
"8186 Skjellerup (Mariagerfjord Kommune)",36.9,38.7,38.9,39.4
"8187 Tvede (Randers Kommune)",37.6,38.3,38.1,40.6
"8188 Linde (Randers Kommune)",37.8,38.4,39.2,40.1
"8189 Udbyneder (Randers Kommune)",40.9,41.2,41.4,41.9
"8190 Kastbjerg (Randers Kommune, Mariagerfjord Kommune)",38.4,38.0,39.6,38.7
"8191 Dalbyneder (Randers Kommune)",37.9,39.3,39.9,43.0
"8192 Dalbyover (Randers Kommune)",38.4,39.5,40.1,39.7
"8193 Råby (Randers Kommune)",42.4,43.2,43.0,43.1
"8194 Sødring (Randers Kommune)",44.4,43.9,43.8,44.1
"8195 Øster Tørslev (Randers Kommune)",42.3,42.4,42.8,43.2
"8196 Gjerlev (Randers Kommune)",43.8,44.0,43.6,44.2
"8197 Enslev (Randers Kommune)",36.7,36.9,37.2,38.4
"8198 Hobro (Mariagerfjord Kommune)",42.0,41.9,42.2,42.4
"8199 Mariager (Mariagerfjord Kommune)",44.2,44.3,44.6,45.0
"8200 Falslev (Mariagerfjord Kommune)",42.0,42.2,0.0,0.0
"8201 Vindblæs (Mariagerfjord Kommune)",41.4,42.3,0.0,0.0
"8202 Hem (Mariagerfjord Kommune)",39.8,41.0,41.7,41.4
"8203 Sem (Mariagerfjord Kommune)",40.1,40.0,40.5,42.2
"8204 Sønder Onsild (Mariagerfjord Kommune)",36.3,36.0,36.5,36.9
"8205 Nørre Onsild (Mariagerfjord Kommune)",36.9,37.5,38.3,39.6
"8206 Hvornum (Mariagerfjord Kommune)",38.8,39.7,40.3,40.5
"8207 Snæbum (Mariagerfjord Kommune)",36.3,36.0,37.5,39.1
"8208 Borup (Randers Kommune)",39.0,39.8,39.7,40.5
"8209 Gimming (Randers Kommune)",34.2,34.1,34.1,34.7
"8210 Lem (Randers Kommune)",39.5,40.6,40.9,40.3
"8211 Harridslev (Randers Kommune)",41.5,42.3,41.8,42.1
"8212 Albæk (Randers Kommune)",40.5,40.7,41.4,41.4
"8213 Kristrup (Randers Kommune)",40.9,41.0,41.3,41.4
"8214 Virring (Randers Kommune)",38.9,39.2,39.7,40.1
"8215 Essenbæk (Randers Kommune)",39.8,39.7,40.0,40.0
"8216 Hørning (Randers Kommune)",39.0,38.9,38.5,38.5
"8217 Fausing (Norddjurs Kommune, Randers Kommune)",40.6,41.0,40.8,40.6
"8218 Auning (Norddjurs Kommune)",41.6,41.7,41.4,41.2
"8219 Marie Magdalene (Syddjurs Kommune)",39.2,39.1,39.5,39.8
"8220 Koed (Syddjurs Kommune)",38.9,39.1,39.5,40.3
"8221 Øster Alling (Norddjurs Kommune)",38.4,39.1,39.7,40.0
"8222 Vester Alling (Norddjurs Kommune)",36.7,36.0,36.8,36.3
"8223 Hvilsager (Syddjurs Kommune)",39.3,40.0,40.7,41.3
"8224 Lime (Syddjurs Kommune)",38.5,38.6,38.9,39.2
"8225 Mygind (Syddjurs Kommune)",35.6,35.4,35.2,35.6
"8226 Krogsbæk (Syddjurs Kommune)",37.7,38.2,39.8,39.7
"8227 Skørring (Syddjurs Kommune)",42.2,42.9,42.7,43.7
"8228 Søby (Syddjurs Kommune)",37.7,39.2,38.5,37.1
"8229 Skader (Syddjurs Kommune)",42.3,42.7,42.6,41.6
"8230 Halling (Syddjurs Kommune)",38.8,39.8,41.0,40.8
"8231 Grenaa (Norddjurs Kommune)",43.8,43.9,44.2,44.3
"8232 Hammelev (Norddjurs Kommune)",39.5,39.7,40.1,40.8
"8233 Enslev (Norddjurs Kommune)",38.0,38.1,38.2,39.6
"8234 Karlby (Norddjurs Kommune)",39.7,38.3,40.4,40.1
"8235 Voldby (Norddjurs Kommune)",38.8,39.4,41.4,40.9
"8236 Veggerslev (Norddjurs Kommune)",42.5,43.4,43.7,43.6
"8237 Villersø (Norddjurs Kommune)",40.0,39.7,39.3,39.0
"8238 Gjerrild (Norddjurs Kommune)",43.8,44.2,44.0,44.9
"8239 Hemmed (Norddjurs Kommune)",46.0,46.1,47.4,48.1
"8240 Rimsø (Norddjurs Kommune)",45.8,46.8,43.3,44.9
"8241 Kastbjerg (Norddjurs Kommune)",43.1,43.9,43.2,43.5
"8242 Thorsager (Syddjurs Kommune)",39.2,39.4,39.6,40.1
"8243 Bregnet (Syddjurs Kommune)",42.2,42.3,42.6,42.8
"8244 Mørke (Syddjurs Kommune)",40.3,40.1,40.2,40.4
"8245 Hornslet (Syddjurs Kommune)",39.9,40.2,40.5,40.6
"8246 Skødstrup (Aarhus Kommune)",37.5,37.5,37.4,37.4
"8247 Todbjerg (Aarhus Kommune)",37.2,37.3,37.9,38.2
"8248 Mejlby (Aarhus Kommune)",36.3,36.2,35.3,35.7
"8249 Hjortshøj (Aarhus Kommune)",38.6,38.9,38.9,39.0
"8250 Egå (Aarhus Kommune)",44.6,44.9,44.9,45.8
"8251 Ebeltoft (Syddjurs Kommune)",48.8,0.0,0.0,0.0
"8252 Dråby (Syddjurs Kommune)",45.2,0.0,0.0,0.0
"8253 Tved (Syddjurs Kommune)",45.1,45.8,46.1,47.1
"8254 Agri (Syddjurs Kommune)",42.6,43.1,43.8,44.5
"8255 Egens (Syddjurs Kommune)",41.7,39.8,40.7,40.9
"8256 Knebel (Syddjurs Kommune)",49.2,48.6,49.2,50.0
"8257 Rolsø (Syddjurs Kommune)",43.6,44.2,44.6,44.7
"8258 Vistoft (Syddjurs Kommune)",45.8,46.4,46.9,46.7
"8259 Helgenæs (Syddjurs Kommune)",49.9,50.3,51.2,52.3
"8260 Holbæk (Norddjurs Kommune)",38.4,39.1,39.9,40.1
"8261 Udby (Norddjurs Kommune)",48.2,49.6,50.6,50.9
"8262 Voer (Norddjurs Kommune)",41.6,40.2,40.4,41.6
"8263 Estruplund (Norddjurs Kommune)",41.8,43.1,44.6,47.0
"8264 Ørsted (Norddjurs Kommune)",42.6,43.2,43.5,43.8
"8265 Vivild (Norddjurs Kommune)",42.8,43.4,43.3,43.3
"8266 Vejlby (Norddjurs Kommune)",41.2,41.7,41.8,42.4
"8267 Gjesing (Norddjurs Kommune)",39.9,40.4,40.8,42.1
"8268 Nørager (Norddjurs Kommune)",41.1,41.7,41.9,42.0
"8269 Aars (Vesthimmerlands Kommune)",42.5,42.5,42.6,42.7
"8270 Havbro (Vesthimmerlands Kommune)",35.0,35.7,36.0,36.6
"8271 Vester Hornum (Vesthimmerlands Kommune)",36.4,37.1,36.6,36.9
"8272 Flejsborg (Vesthimmerlands Kommune)",39.2,39.4,38.6,39.0
"8273 Ulstrup (Vesthimmerlands Kommune)",39.0,39.0,39.4,39.6
"8274 Gundersted (Vesthimmerlands Kommune)",39.4,40.0,40.0,40.5
"8275 Blære (Vesthimmerlands Kommune)",38.5,38.7,39.5,39.3
"8276 Ejdrup (Aalborg Kommune)",37.5,37.9,39.1,37.4
"8277 Skivum (Vesthimmerlands Kommune)",36.7,37.2,37.9,38.6
"8278 Giver (Vesthimmerlands Kommune)",35.8,36.6,37.7,39.0
"8279 Brorstrup (Rebild Kommune)",36.5,37.9,38.2,38.1
"8280 Ravnkilde (Rebild Kommune)",36.8,37.3,37.5,37.9
"8281 Strandby (Vesthimmerlands Kommune)",40.0,40.6,41.3,41.5
"8282 Farsø (Vesthimmerlands Kommune)",43.4,43.8,43.9,43.8
"8283 Ullits (Vesthimmerlands Kommune)",35.9,37.5,37.9,37.0
"8284 Fovlum (Vesthimmerlands Kommune)",37.3,38.4,38.6,38.6
"8285 Louns (Vesthimmerlands Kommune)",49.0,48.8,49.7,50.0
"8286 Alstrup (Vesthimmerlands Kommune)",44.5,46.0,46.3,47.2
"8287 Gislum (Vesthimmerlands Kommune)",36.9,36.4,36.8,37.3
"8288 Vognsild (Vesthimmerlands Kommune)",37.0,37.4,37.6,37.8
"8289 Kongens Tisted (Rebild Kommune)",36.1,37.0,37.4,37.4
"8290 Binderup (Rebild Kommune)",33.2,34.4,34.6,35.1
"8291 Durup (Rebild Kommune)",43.6,43.5,43.0,43.4
"8292 Rørbæk (Rebild Kommune)",38.9,39.5,39.2,39.9
"8293 Grynderup (Rebild Kommune)",36.8,37.6,38.1,39.0
"8294 Skibsted (Rebild Kommune)",37.8,37.8,39.3,39.8
"8295 Lyngby (Rebild Kommune)",43.6,39.7,39.6,40.2
"8296 Store Brøndum (Rebild Kommune)",38.8,38.6,38.7,38.9
"8297 Siem (Rebild Kommune)",39.4,39.6,38.9,39.4
"8298 Torup (Rebild Kommune)",37.7,38.0,38.4,41.3
"8299 Gerding (Rebild Kommune)",39.6,42.1,41.3,42.2
"8300 Blenstrup (Rebild Kommune)",38.6,39.4,39.7,40.3
"8301 Skørping (Rebild Kommune)",41.5,41.8,42.2,42.2
"8302 Fræer (Rebild Kommune)",39.4,39.4,39.3,40.9
"8303 Als (Mariagerfjord Kommune)",45.3,45.1,45.9,46.1
"8304 Skelund (Mariagerfjord Kommune)",38.5,39.3,40.1,40.7
"8305 Visborg (Mariagerfjord Kommune)",38.3,39.2,38.9,39.5
"8306 Hadsund (Mariagerfjord Kommune)",45.3,45.8,46.3,47.0
"8307 Vive (Mariagerfjord Kommune)",40.9,40.9,41.3,41.6
"8308 Rostrup (Mariagerfjord Kommune)",38.9,40.1,40.0,39.9
"8309 Oue (Mariagerfjord Kommune)",41.5,42.3,43.3,43.6
"8310 Valsgaard (Mariagerfjord Kommune)",35.0,35.0,35.0,35.2
"8311 Astrup (Mariagerfjord Kommune)",38.9,39.1,39.3,40.2
"8312 Storarden (Mariagerfjord Kommune)",43.2,32.3,32.0,32.1
"8313 Rold (Mariagerfjord Kommune)",37.1,37.5,38.3,38.6
"8314 Vebbestrup (Mariagerfjord Kommune)",35.6,36.2,36.9,37.1
"8315 Øls (Mariagerfjord Kommune)",40.2,40.5,40.8,41.2
"8316 Hørby (Mariagerfjord Kommune)",36.0,36.6,36.7,37.4
"8317 Døstrup (Mariagerfjord Kommune)",38.7,38.2,38.4,38.2
"8318 Gunderup (Aalborg Kommune)",38.6,38.6,38.7,38.7
"8319 Nøvling (Aalborg Kommune)",39.2,39.5,39.8,40.0
"8320 Romdrup (Aalborg Kommune)",40.4,38.9,38.1,37.7
"8321 Klarup (Aalborg Kommune)",40.8,41.2,41.2,41.7
"8322 Gudum (Aalborg Kommune)",36.9,38.5,38.8,38.5
"8323 Lillevorde (Aalborg Kommune)",37.1,37.3,38.4,38.9
"8324 Mou (Aalborg Kommune)",44.0,44.4,44.6,45.0
"8325 Storvorde (Aalborg Kommune)",38.5,38.8,38.9,39.0
"8326 Sejlflod (Aalborg Kommune)",38.1,38.7,38.4,37.5
"8327 Nibe (Aalborg Kommune)",44.0,44.2,44.4,44.8
"8328 Vokslev (Aalborg Kommune)",33.4,34.1,34.9,35.1
"8329 Sønderholm (Aalborg Kommune)",39.4,39.2,39.3,39.7
"8330 Frejlev (Aalborg Kommune)",36.1,36.5,36.8,37.2
"8331 Nørholm (Aalborg Kommune)",40.6,40.9,41.2,41.7
"8332 Ellidshøj (Aalborg Kommune)",38.2,39.0,38.7,38.6
"8333 Svenstrup (Aalborg Kommune)",40.4,40.4,40.6,40.4
"8334 Øster Hornum (Rebild Kommune)",38.7,39.1,39.4,39.9
"8335 Støvring (Rebild Kommune)",39.9,40.1,40.2,40.5
"8336 Gravlev (Rebild Kommune)",38.0,37.9,38.0,38.1
"8337 Aarestrup (Rebild Kommune)",36.2,36.1,36.9,36.5
"8338 Haverslev (Rebild Kommune)",39.0,39.2,38.9,38.6
"8339 Sønderup (Rebild Kommune)",35.5,36.0,36.3,36.6
"8340 Suldrup (Rebild Kommune)",43.1,42.9,43.2,43.2
"8341 Veggerby (Rebild Kommune)",37.2,38.3,38.9,39.4
"8342 Bislev (Aalborg Kommune)",38.5,39.5,39.5,39.9
"8343 Sønder Kongerslev (Aalborg Kommune)",41.7,42.3,42.7,43.2
"8344 Nørre Kongerslev (Aalborg Kommune)",38.3,38.4,38.6,38.8
"8345 Komdrup (Aalborg Kommune)",38.8,39.6,40.4,41.6
"8346 Bælum (Rebild Kommune)",41.1,40.8,41.0,41.3
"8347 Solbjerg (Rebild Kommune)",40.8,41.0,41.3,41.9
"8348 Løgstør (Vesthimmerlands Kommune)",45.0,45.4,46.1,46.6
"8349 Løgsted (Vesthimmerlands Kommune)",35.8,36.5,36.4,37.6
"8350 Ranum (Vesthimmerlands Kommune)",42.0,42.3,42.6,43.1
"8351 Malle (Vesthimmerlands Kommune)",36.5,38.5,40.1,38.9
"8352 Overlade (Vesthimmerlands Kommune)",40.2,40.2,40.7,40.6
"8353 Hyllebjerg (Vesthimmerlands Kommune)",38.1,38.4,39.8,40.4
"8354 Vilsted (Vesthimmerlands Kommune)",37.6,37.9,39.0,39.7
"8355 Vindblæs (Vesthimmerlands Kommune)",39.1,38.3,38.3,39.4
"8356 Sebber (Aalborg Kommune)",41.9,42.4,42.6,43.2
"8357 Store Ajstrup (Aalborg Kommune)",42.6,42.8,43.8,43.7
"8358 Næsborg (Vesthimmerlands Kommune)",40.1,40.2,40.5,39.7
"8359 Kornum (Vesthimmerlands Kommune)",45.5,46.5,47.0,47.3
"8360 Salling (Vesthimmerlands Kommune)",39.6,39.6,39.3,38.7
"8361 Oudrup (Vesthimmerlands Kommune)",39.1,39.3,39.9,40.0
"8362 Farstrup (Aalborg Kommune)",40.2,40.6,40.6,41.2
"8363 Lundby (Aalborg Kommune)",37.3,39.4,40.2,39.7
"8364 Budolfi (Aalborg Kommune)",34.9,34.3,34.2,33.9
"8365 Ansgars (Aalborg Kommune)",39.1,38.9,38.8,38.3
"8366 Vor Frelsers (Aalborg Kommune)",34.6,34.1,33.9,33.5
"8367 Vesterkær (Aalborg Kommune)",44.1,44.0,43.9,43.8
"8368 Vor Frue (Aalborg Kommune)",37.5,37.2,36.7,36.1
"8369 Sankt Markus (Aalborg Kommune)",37.1,36.6,36.2,36.1
"8370 Sønder Tranders (Aalborg Kommune)",37.7,37.6,37.9,37.9
"8371 Nørre Tranders (Aalborg Kommune)",36.0,36.1,36.1,36.1
"8372 Vejgaard (Aalborg Kommune)",39.1,39.1,38.9,38.5
"8373 Hans Egedes (Aalborg Kommune)",39.3,39.2,39.4,39.2
"8374 Hasseris (Aalborg Kommune)",42.9,43.0,43.1,43.1
"8375 Nørresundby (Aalborg Kommune)",40.6,40.4,39.9,39.8
"8376 Hvorup (Aalborg Kommune)",42.8,42.4,42.9,43.1
"8377 Lindholm (Aalborg Kommune)",40.9,41.1,41.2,41.3
"8378 Vadum (Aalborg Kommune)",40.8,41.1,41.6,42.1
"8379 Aaby (Jammerbugt Kommune)",40.0,40.2,40.3,40.3
"8380 Biersted (Jammerbugt Kommune)",38.9,39.2,39.3,39.5
"8381 Sulsted (Aalborg Kommune)",39.1,39.3,39.5,39.8
"8382 Ajstrup (Aalborg Kommune)",40.6,40.9,40.8,40.8
"8383 Horsens (Aalborg Kommune)",39.0,39.2,39.4,39.6
"8384 Hammer (Aalborg Kommune)",39.2,40.0,40.9,41.4
"8385 Vester Hassing (Aalborg Kommune)",39.1,39.4,39.6,39.9
"8386 Ulsted (Aalborg Kommune)",38.9,39.2,39.5,39.6
"8387 Hals (Aalborg Kommune)",47.0,47.4,48.3,49.1
"8388 Ferslev (Aalborg Kommune)",35.8,36.6,37.1,38.1
"8389 Dall (Aalborg Kommune)",41.7,42.1,42.7,43.0
"8390 Volsted (Aalborg Kommune)",36.7,38.2,38.4,38.0
"8391 Lerup (Jammerbugt Kommune)",39.5,40.2,40.9,40.8
"8392 Tranum (Jammerbugt Kommune)",41.2,41.8,43.2,43.9
"8393 Brovst (Jammerbugt Kommune)",44.6,44.9,44.6,44.8
"8394 Øland (Jammerbugt Kommune)",40.0,40.7,40.6,40.5
"8395 Torslev (Jammerbugt Kommune)",40.7,41.1,41.7,41.6
"8396 Øster Svenstrup (Jammerbugt Kommune)",40.8,41.0,41.3,41.1
"8397 Haverslev (Jammerbugt Kommune)",38.8,38.3,38.8,39.7
"8398 Skræm (Jammerbugt Kommune)",35.1,35.0,35.4,35.9
"8399 Aggersborg (Vesthimmerlands Kommune)",43.7,43.7,42.9,44.2
"8400 Bejstrup (Jammerbugt Kommune)",37.8,39.6,40.3,40.8
"8401 Vedsted (Jammerbugt Kommune)",41.1,41.9,42.2,42.3
"8402 Brønderslev (Brønderslev Kommune)",43.3,43.3,43.5,43.6
"8403 Serritslev (Brønderslev Kommune)",36.9,37.5,37.9,38.8
"8404 Vrejlev (Hjørring Kommune)",38.4,38.5,39.1,39.5
"8405 Hæstrup (Hjørring Kommune)",39.6,40.7,40.9,42.2
"8406 Børglum (Hjørring Kommune)",42.7,42.8,42.5,42.8
"8407 Løkken-Furreby (Hjørring Kommune)",49.6,50.1,50.3,50.7
"8408 Vejby (Hjørring Kommune)",37.3,38.1,38.8,39.7
"8409 Sejlstrup (Hjørring Kommune)",39.2,39.4,40.2,40.5
"8410 Vrensted (Hjørring Kommune)",41.4,41.8,43.2,44.0
"8411 Tise (Brønderslev Kommune)",39.6,39.9,40.4,41.0
"8412 Tolstrup (Brønderslev Kommune)",37.9,38.4,39.2,39.8
"8413 Stenum (Brønderslev Kommune)",36.9,36.8,37.0,36.7
"8414 Vrå (Hjørring Kommune)",42.0,41.8,41.5,41.9
"8415 Em (Hjørring Kommune)",35.8,35.5,36.4,36.5
"8416 Jerslev (Brønderslev Kommune)",40.1,40.2,40.6,41.3
"8417 Hellum (Brønderslev Kommune)",40.1,40.8,42.2,42.9
"8418 Øster Brønderslev (Brønderslev Kommune)",36.1,36.6,37.2,37.3
"8419 Hallund (Brønderslev Kommune)",37.5,37.6,37.8,38.0
"8420 Ingstrup (Jammerbugt Kommune)",43.7,44.1,44.2,45.0
"8421 Vester Hjermitslev (Jammerbugt Kommune)",44.0,44.6,45.5,45.2
"8422 Saltum (Jammerbugt Kommune)",45.4,45.9,46.4,46.5
"8423 Alstrup (Jammerbugt Kommune)",40.2,39.9,41.2,40.4
"8424 Jetsmark (Jammerbugt Kommune)",41.1,41.4,41.7,42.1
"8425 Hune (Jammerbugt Kommune)",53.0,54.1,54.5,55.8
"8426 Gjøl (Jammerbugt Kommune)",42.9,42.9,43.3,43.6
"8427 Hjallerup (Brønderslev Kommune)",40.6,40.9,41.1,41.4
"8428 Mosbjerg (Hjørring Kommune)",40.3,41.5,41.4,41.7
"8429 Bindslev (Hjørring Kommune)",42.7,43.0,42.9,43.2
"8430 Elling (Frederikshavn Kommune)",43.0,42.9,43.3,43.9
"8431 Tolne (Hjørring Kommune)",40.3,40.5,41.9,43.2
"8432 Hørmested (Hjørring Kommune)",38.0,38.6,39.6,39.7
"8433 Åsted (Frederikshavn Kommune)",39.9,39.0,39.8,40.9
"8434 Skærum (Frederikshavn Kommune)",40.2,40.1,40.1,41.3
"8435 Flade (Frederikshavn Kommune)",39.4,39.6,40.3,40.6
"8436 Gærum (Frederikshavn Kommune)",41.1,41.8,41.9,42.0
"8437 Byrum (Læsø Kommune)",48.0,48.6,48.6,49.3
"8438 Hals (Læsø Kommune)",49.4,49.7,51.1,51.2
"8439 Vesterø (Læsø Kommune)",52.6,52.9,54.7,55.3
"8440 Sæby (Frederikshavn Kommune)",46.3,46.5,47.0,47.8
"8441 Understed (Frederikshavn Kommune)",41.1,42.0,42.6,42.8
"8442 Karup (Frederikshavn Kommune)",35.7,37.2,37.5,38.8
"8443 Volstrup (Frederikshavn Kommune)",42.7,43.3,43.1,43.6
"8444 Hørby (Frederikshavn Kommune)",37.9,38.7,39.3,40.1
"8445 Torslev (Frederikshavn Kommune)",40.8,39.8,40.1,41.2
"8446 Skæve (Frederikshavn Kommune)",43.0,43.2,43.6,44.8
"8447 Albæk-Lyngså (Frederikshavn Kommune)",42.0,42.1,42.6,43.2
"8448 Voer (Brønderslev Kommune)",39.8,39.7,40.2,39.9
"8449 Hellevad (Brønderslev Kommune)",39.9,39.5,40.1,40.6
"8450 Ørum (Brønderslev Kommune)",38.6,38.5,38.8,39.2
"8451 Dronninglund (Brønderslev Kommune)",42.6,42.8,42.9,42.6
"8452 Aså (Brønderslev Kommune)",43.5,44.0,44.7,45.1
"8454 Sankt Catharinæ (Hjørring Kommune)",41.7,42.1,41.9,42.0
"8455 Sankt Hans (Hjørring Kommune)",40.8,40.7,41.2,41.4
"8456 Sankt Olai (Hjørring Kommune)",38.8,39.3,39.7,40.1
"8457 Ugilt (Hjørring Kommune)",38.6,39.2,39.8,39.6
"8458 Tårs (Hjørring Kommune)",41.4,41.4,42.2,42.6
"8459 Sindal (Hjørring Kommune)",44.1,44.4,44.4,44.8
"8460 Astrup (Hjørring Kommune)",38.2,38.3,39.2,39.9
"8461 Bjergby (Hjørring Kommune)",39.5,39.4,39.9,40.3
"8462 Mygdal (Hjørring Kommune)",40.6,40.5,41.4,41.7
"8463 Horne (Hjørring Kommune)",38.4,39.4,39.4,40.1
"8464 Asdal (Hjørring Kommune)",40.7,41.5,42.1,42.2
"8465 Hirtshals (Hjørring Kommune)",43.6,44.2,44.5,45.1
"8466 Tornby (Hjørring Kommune)",42.7,42.7,43.9,44.3
"8467 Vidstrup (Hjørring Kommune)",38.9,39.7,39.9,40.2
"8468 Skallerup (Hjørring Kommune)",41.8,42.8,43.1,43.8
"8469 Vennebjerg (Hjørring Kommune)",41.5,41.4,41.2,42.3
"8470 Rubjerg (Hjørring Kommune)",44.8,44.2,45.4,45.3
"8471 Lyngby (Hjørring Kommune)",49.6,51.4,52.1,51.4
"8472 Jelstrup (Hjørring Kommune)",39.6,40.2,40.4,41.7
"8473 Mårup (Hjørring Kommune)",54.1,55.0,54.5,55.1
"8474 Harritslev (Hjørring Kommune)",43.6,42.1,44.4,45.3
"8475 Rakkeby (Hjørring Kommune)",39.2,39.6,39.4,40.3
"8476 Frederikshavn (Frederikshavn Kommune)",43.3,43.1,43.3,43.5
"8478 Abildgård (Frederikshavn Kommune)",42.4,42.5,42.5,42.7
"8479 Bangsbostrand (Frederikshavn Kommune)",43.3,43.7,44.3,44.5
"8480 Skagen (Frederikshavn Kommune)",46.6,47.0,47.6,48.1
"8481 Råbjerg (Frederikshavn Kommune)",46.4,47.2,47.8,47.6
"8482 Tversted (Hjørring Kommune)",48.0,47.8,49.8,50.4
"8483 Uggerby (Hjørring Kommune)",42.1,42.4,43.9,44.6
"8484 Sahl (Viborg Kommune)",38.5,39.6,39.9,39.6
"8485 Gullev (Viborg Kommune)",33.0,33.3,34.3,33.3
"8486 Hvorslev (Favrskov Kommune)",36.7,37.3,37.7,38.5
"8487 Gerning (Favrskov Kommune)",37.6,38.6,39.2,39.7
"8488 Vellev (Favrskov Kommune)",35.5,36.0,37.0,37.7
"8489 Vejerslev (Favrskov Kommune)",35.7,36.6,36.4,36.5
"8490 Aidt (Favrskov Kommune)",35.3,35.3,35.5,35.5
"8491 Thorsø (Favrskov Kommune)",41.3,41.3,41.7,41.8
"8492 Houlbjerg (Favrskov Kommune)",36.9,37.6,38.5,38.3
"8493 Granslev (Favrskov Kommune)",38.3,39.3,39.1,39.9
"8494 Haurum (Favrskov Kommune)",37.9,38.7,39.4,39.8
"8495 Sall (Favrskov Kommune)",35.4,35.9,37.0,37.5
"8496 Balle (Silkeborg Kommune)",37.0,37.2,37.5,37.8
"8497 Tårup (Viborg Kommune)",41.6,40.8,40.7,40.6
"8498 Kvols (Viborg Kommune)",42.3,44.2,45.5,46.3
"8499 Kobberup (Skive Kommune, Viborg Kommune)",36.5,36.5,36.9,37.3
"8500 Stoholm (Viborg Kommune)",42.0,42.0,41.7,41.9
"8501 Sparkær (Viborg Kommune)",37.6,38.6,37.8,38.5
"8502 Gammelstrup (Viborg Kommune)",38.1,38.9,39.3,39.8
"8503 Daugbjerg (Viborg Kommune)",37.8,37.4,38.4,38.8
"8504 Mønsted (Viborg Kommune)",38.9,39.4,39.8,40.1
"8505 Smollerup (Viborg Kommune)",34.3,34.6,35.6,36.3
"8506 Vridsted (Viborg Kommune)",39.4,39.7,39.8,40.2
"8507 Fly (Viborg Kommune)",37.9,37.7,38.2,38.7
"8508 Vroue (Viborg Kommune)",41.1,42.1,41.6,42.5
"8509 Resen (Viborg Kommune)",35.4,36.3,36.9,36.1
"8510 Nørbæk (Randers Kommune)",37.5,36.3,37.5,36.9
"8511 Sønderbæk (Randers Kommune)",35.5,36.3,36.5,36.5
"8512 Læsten (Randers Kommune)",41.9,41.8,43.2,43.0
"8513 Øster Bjerregrav (Randers Kommune)",38.8,39.1,39.6,40.0
"8514 Ålum (Randers Kommune)",41.6,42.1,42.1,41.9
"8515 Tånum (Randers Kommune)",40.3,40.5,41.3,41.5
"8516 Hornbæk (Randers Kommune)",39.0,39.2,39.5,40.2
"8517 Vesterbølle (Vesthimmerlands Kommune)",36.9,36.7,37.7,37.1
"8518 Østerbølle (Vesthimmerlands Kommune)",33.3,34.2,36.3,36.5
"8519 Gedsted (Vesthimmerlands Kommune)",44.4,44.6,44.7,44.8
"8520 Fjelsø (Vesthimmerlands Kommune)",39.5,40.2,40.7,40.8
"8521 Simested (Viborg Kommune, Vesthimmerlands Kommune, Mariagerfjord Kommune)",38.9,39.4,40.7,40.8
"8522 Testrup (Vesthimmerlands Kommune)",38.1,40.6,40.6,39.7
"8523 Hvam (Viborg Kommune, Vesthimmerlands Kommune)",39.0,39.7,40.3,40.6
"8524 Hvilsom (Viborg Kommune, Mariagerfjord Kommune)",38.2,38.9,39.2,40.0
"8525 Hersom (Viborg Kommune)",37.0,35.9,37.5,38.2
