SOGNEKODE;ANTAL.IKKEBESK;SOGNENAVN;KOMNAVN;INDKOMST.BESK;INDKOMST.IKKEBESK;INDKOMST.STUD;INDKOMST.ALLE;INDKOMST.GNS.BESK;INDKOMST.GNS.IKKEBESK;INDKOMST.GNS.STUD;INDKOMST.GNS.ALLE;ANTAL.BESK;ANTAL.STUD;ANTAL.ALLE;KOM.INDKOMST.GNS.BESK;KOM.INDKOMST.GNS.IKKEBESK;KOM.INDKOMST.GNS.STUD;KOM.INDKOMST.GNS.ALLE
8848;220;Flynder Sogn;Lemvig;367320;198780;241021;285840;422786;211439;245647;336876;330;10;550;446887;234726;183425;350766
8849;120;Møborg Sogn;Lemvig;363411;197015;182967;319886;423104;211792;191066;363034;340;10;470;446887;234726;183425;350766
8850;110;Nees Sogn;Lemvig;330989;195491;0;262314;373610;232381;0;315667;170;0;290;446887;234726;183425;350766
8851;190;Gudum Sogn;Lemvig;379963;199751;0;312514;466273;220230;0;380519;360;0;560;446887;234726;183425;350766
8852;110;Fabjerg Sogn;Lemvig;400812;211484;218268;327362;457911;217614;213019;370748;220;10;350;446887;234726;183425;350766
8853;320;Resen Sogn;Struer;381347;199205;219218;310614;441976;229422;220089;356193;510;30;860;430319;226279;182294;332804
8854;760;Humlum Sogn;Struer;412595;207563;197408;322119;473196;251148;205125;371789;970;40;1780;430319;226279;182294;332804
8856;590;Harboøre Sogn;Lemvig;409783;202440;189737;279093;478764;216716;198559;349965;650;30;1270;446887;234726;183425;350766
8858;620;Thyborøn Sogn;Lemvig;403409;216878;193526;301321;498608;247695;217390;388161;840;30;1490;446887;234726;183425;350766
8860;110;Hove Sogn;Lemvig;378046;208564;0;333450;398419;225578;0;342124;240;0;350;446887;234726;183425;350766
8861;70;Vandborg Sogn;Lemvig;365174;200293;0;298938;575977;208897;0;436186;110;0;180;446887;234726;183425;350766
8863;50;Dybe Sogn;Lemvig;363562;196516;0;315753;402320;218260;0;334738;90;0;150;446887;234726;183425;350766
8864;250;Ramme Sogn;Lemvig;365455;199365;186881;276483;400310;206383;211600;311673;320;20;600;446887;234726;183425;350766
8865;80;Fjaltring Sogn;Lemvig;356267;197931;0;271422;440491;220147;0;323227;80;0;160;446887;234726;183425;350766
8867;280;Thorstrup Sogn;Varde;395695;211775;229405;333121;432671;236272;238899;359467;500;10;800;433662;226916;195907;347601
8868;260;Horne Sogn;Varde;370230;196693;238170;307797;395007;208179;223067;331380;550;20;830;433662;226916;195907;347601
8869;70;Hodde Sogn;Varde;384827;198337;0;324085;438609;214548;0;370717;160;0;230;433662;226916;195907;347601
8870;560;Tistrup Sogn;Varde;380740;207881;184540;313354;418350;224402;201510;340430;930;60;1550;433662;226916;195907;347601
8871;1490;Ølgod Sogn;Varde;374922;206950;174420;301620;422610;217969;188676;336096;2240;130;3850;433662;226916;195907;347601
8872;520;Ansager Sogn;Varde;384721;199895;174032;302862;416828;212078;177656;330819;770;30;1310;433662;226916;195907;347601
8873;4680;Varde Sogn;Varde;397213;217755;177164;306396;453707;235062;187480;351811;6220;530;11430;433662;226916;195907;347601
8874;310;Janderup Sogn;Varde;395922;200751;176868;334148;446800;225782;188476;368199;630;30;970;433662;226916;195907;347601
8875;180;Billum Sogn;Varde;378139;197252;185122;316235;417278;221492;187591;347559;360;20;560;433662;226916;195907;347601
8876;230;Lunde Sogn;Varde;349013;191991;208461;286021;388519;201408;199214;315387;400;30;660;433662;226916;195907;347601
8877;430;Ovtrup Sogn;Varde;367258;195921;229938;297084;406490;213131;214683;331996;730;30;1180;433662;226916;195907;347601
8878;110;Kvong Sogn;Varde;358474;193903;0;305789;408654;197197;0;335613;230;0;350;433662;226916;195907;347601
8879;570;Nørre Nebel Sogn;Varde;384594;208331;230090;283464;424849;217530;230440;319560;580;30;1180;433662;226916;195907;347601
8880;60;Lydum Sogn;Varde;367323;196464;192977;318235;395688;217356;175458;333064;130;10;200;433662;226916;195907;347601
8881;220;Henne Sogn;Varde;362679;208261;242923;302407;379194;240790;238893;326616;380;10;620;433662;226916;195907;347601
8882;190;Lønne Sogn;Varde;360527;211502;0;275542;392282;233131;0;308215;180;0;370;433662;226916;195907;347601
8886;1260;Ribe Domsogn;Esbjerg;394375;228982;167669;316615;453600;264234;173065;361646;1510;80;2850;459264;235789;168976;354659
8887;160;Seem Sogn;Esbjerg;371172;201871;0;306419;396490;235938;0;335332;270;0;430;459264;235789;168976;354659
8888;2110;Sankt Katharine Sogn;Esbjerg;403203;231020;183303;309620;471219;249581;187240;363101;2490;170;4760;459264;235789;168976;354659
8889;40;Obbekær Sogn;Esbjerg;353643;180484;0;314996;499020;191505;0;420197;120;0;160;459264;235789;168976;354659
8890;40;Hjortlund Sogn;Esbjerg;376511;197745;0;338413;430840;210730;0;387447;160;0;200;459264;235789;168976;354659
8891;60;Kalvslund Sogn;Esbjerg;364076;174628;0;308193;402389;182069;0;325811;110;0;170;459264;235789;168976;354659
8892;280;Vester Vedsted Sogn;Esbjerg;380094;218843;223816;329663;423282;289719;244810;375220;560;20;860;459264;235789;168976;354659
8893;170;Farup Sogn;Esbjerg;382448;200903;184677;329436;448076;216366;191867;366988;350;20;540;459264;235789;168976;354659
8895;620;Gørding Sogn;Esbjerg;378998;207167;177767;310974;419108;219558;197432;341684;1130;80;1830;459264;235789;168976;354659
8896;260;Vejrup Sogn;Esbjerg;372100;189166;192464;310659;397319;208049;198523;331408;540;20;820;459264;235789;168976;354659
8897;280;Åstrup Sogn;Vejen;372307;190920;204055;304717;395204;223259;200138;334368;580;30;890;438159;221720;189760;350645
8898;250;Vester Starup Sogn;Varde;381277;208087;209051;307033;435298;220793;219232;357656;490;20;760;433662;226916;195907;347601
8899;250;Darum Sogn;Esbjerg;398418;206983;201205;338758;432015;222847;221642;361921;560;30;850;459264;235789;168976;354659
8900;2100;Bramming Sogn;Esbjerg;397010;213534;176468;317889;442472;233326;190420;354555;3210;160;5470;459264;235789;168976;354659
8901;150;Vilslev Sogn;Esbjerg;380636;208488;185690;339297;415258;230074;194346;350800;310;10;460;459264;235789;168976;354659
8902;140;Hunderup Sogn;Esbjerg;395839;216187;200141;338341;430313;232721;211296;367486;350;20;510;459264;235789;168976;354659
8903;440;Jernved Sogn;Esbjerg;370220;209647;204375;314918;405101;216988;202556;335127;840;60;1330;459264;235789;168976;354659
8904;1000;Aalestrup Sogn;Vesthimmerlands;376075;210141;206224;284047;400250;217816;219708;308748;1060;70;2120;424738;218286;194796;332447
8905;1430;Vor Frelsers Sogn;Esbjerg;396391;226190;149200;290125;474557;265970;158668;361602;2610;780;4810;459264;235789;168976;354659
8906;1750;Zions Sogn;Esbjerg;372826;217409;158541;275314;437749;238864;163986;330949;3120;1030;5900;459264;235789;168976;354659
8907;2420;Treenigheds Sogn;Esbjerg;384932;218566;129623;263772;444682;229022;141394;315207;2660;780;5850;459264;235789;168976;354659
8908;3440;Jerne Sogn;Esbjerg;355839;204233;140018;248198;378248;208906;156836;282184;3480;660;7580;459264;235789;168976;354659
8909;450;Skads Sogn;Esbjerg;413416;197130;198702;355786;461097;226467;213695;383301;1010;40;1510;459264;235789;168976;354659
8910;300;Øse Sogn;Varde;387847;203511;181005;323702;420866;229596;209808;353478;640;40;990;433662;226916;195907;347601
8911;250;Næsbjerg Sogn;Varde;395230;208169;215680;340363;445206;222902;205550;366563;500;20;780;433662;226916;195907;347601
8912;180;Grimstrup Sogn;Esbjerg;403704;208127;218138;355127;450060;244400;206127;387680;500;30;710;459264;235789;168976;354659
8913;120;Vester Nykirke Sogn;Esbjerg;393473;196464;218193;345693;437454;487959;227229;446995;270;10;400;459264;235789;168976;354659
8914;140;Fåborg Sogn;Varde;376724;195152;261368;324074;420732;217935;282196;361462;360;10;520;433662;226916;195907;347601
8915;210;Årre Sogn;Varde;399254;201282;181066;320937;457218;215320;193142;371131;410;10;630;433662;226916;195907;347601
8916;60;Sneum Sogn;Esbjerg;393116;190079;0;337531;439973;224878;0;373985;160;0;230;459264;235789;168976;354659
8917;760;Tjæreborg Sogn;Esbjerg;421900;206874;192589;356370;481233;241648;219831;393262;1380;40;2180;459264;235789;168976;354659
8918;570;Bryndum Sogn;Esbjerg;420865;213283;187032;358896;474431;244046;194331;396667;1250;60;1870;459264;235789;168976;354659
8919;190;Vester Nebel Sogn;Esbjerg;390554;192655;99991;313375;430695;198226;143315;345562;360;20;560;459264;235789;168976;354659
8920;320;Alslev Sogn;Varde;404885;219142;230340;347952;455073;243417;235449;387906;760;30;1110;433662;226916;195907;347601
8921;70;Hostrup Sogn;Esbjerg;406691;198287;0;360258;474467;212966;0;396727;190;0;260;459264;235789;168976;354659
8922;1020;Guldager Sogn;Esbjerg;424995;210013;177854;369110;487067;236954;200743;411794;2690;120;3830;459264;235789;168976;354659
8925;180;Lindknud Sogn;Vejen;370535;196464;216879;322428;414068;206195;239754;343788;380;20;580;438159;221720;189760;350645
8926;1180;Brørup Sogn;Vejen;378505;200275;185835;296964;421893;216240;199582;332704;1660;80;2920;438159;221720;189760;350645
8927;590;Holsted Sogn;Vejen;368674;196634;163457;284751;408174;205774;176894;322729;880;40;1520;438159;221720;189760;350645
8928;180;Føvling Sogn;Vejen;374429;194422;187732;303336;415831;205782;180166;346127;400;20;600;438159;221720;189760;350645
8929;90;Malt Sogn;Vejen;424021;219750;0;369329;495453;231104;0;430379;310;0;410;438159;221720;189760;350645
8930;410;Folding Sogn;Vejen;393255;199168;186280;319630;428948;214836;189646;347892;740;40;1190;438159;221720;189760;350645
8931;2910;Vejen Sogn;Vejen;382059;205847;171008;287609;427207;220055;182449;329977;3740;300;6950;438159;221720;189760;350645
8932;120;Læborg Sogn;Vejen;394981;199426;197394;343850;457178;214764;222441;388971;350;20;490;438159;221720;189760;350645
8933;110;Veerst Sogn;Vejen;398743;184676;0;337978;450696;197162;0;379736;280;0;390;438159;221720;189760;350645
8934;400;Bække Sogn;Vejen;371072;195861;192705;304649;400380;208536;204706;325831;700;50;1150;438159;221720;189760;350645
8935;170;Lejrskov Sogn;Kolding;399527;195681;204705;346451;454698;212743;235384;388566;490;20;670;473529;230768;171459;368754
8936;180;Jordrup Sogn;Kolding;392527;212692;213618;332974;460577;218018;179546;376409;380;10;580;473529;230768;171459;368754
8937;280;Andst Sogn;Vejen;387656;199239;171447;341498;442988;359632;191003;416434;770;20;1080;438159;221720;189760;350645
8938;340;Gesten Sogn;Vejen;397851;194026;153128;332792;438716;221785;188101;363799;720;30;1090;438159;221720;189760;350645
8939;910;Skanderup Sogn;Kolding;403650;206296;177060;335914;452097;223665;177099;371192;1890;100;2890;473529;230768;171459;368754
8940;1110;Seest Sogn;Kolding;412868;198698;176253;333064;459974;227797;191220;363308;1800;140;3040;473529;230768;171459;368754
8941;120;Hjarup Sogn;Kolding;400326;195327;178825;337590;480415;207369;198495;388923;250;10;380;473529;230768;171459;368754
8942;3260;Grindsted Sogn;Billund;390127;211433;173937;297472;431593;226778;187627;337700;4220;240;7710;461184;222851;198350;364155
8943;1720;Grene Sogn;Billund;439413;209223;193762;339398;556302;226752;207381;429872;3080;180;4980;461184;222851;198350;364155
8944;460;Vorbasse Sogn;Billund;388334;199966;194392;318043;422194;212914;202252;344868;840;30;1340;461184;222851;198350;364155
8945;410;Hejnsvig Sogn;Billund;378121;201783;204765;313316;417470;214973;217061;344280;770;30;1210;461184;222851;198350;364155
8946;1170;Gram Sogn;Haderslev;363509;206492;200479;275778;404147;217052;202962;313201;1330;80;2580;438185;227586;173172;339706
8947;140;Lintrup Sogn;Vejen;379522;190475;0;330091;469577;197093;0;395574;390;0;530;438159;221720;189760;350645
8948;50;Hjerting Sogn;Vejen;374315;212291;0;334953;417942;218529;0;361824;130;0;190;438159;221720;189760;350645
8949;1100;Rødding Sogn;Vejen;372331;206096;149204;279596;414105;221371;172275;318736;1230;70;2400;438159;221720;189760;350645
8950;110;Skrave Sogn;Vejen;374045;187344;0;308644;456916;203772;0;371513;240;0;360;438159;221720;189760;350645
8951;220;Sønder Hygum Sogn;Vejen;366148;206673;187622;309150;422333;209310;219245;346561;440;30;690;438159;221720;189760;350645
8952;80;Fole Sogn;Haderslev;388703;205347;224362;332580;403405;216011;206337;345305;200;10;290;438185;227586;173172;339706
8953;180;Øster Lindet Sogn;Vejen;374517;197657;261925;315555;419428;221531;253263;350971;370;10;560;438159;221720;189760;350645
8954;300;Nustrup Sogn;Haderslev;367612;195571;209844;299013;417627;209472;218775;338365;530;30;860;438185;227586;173172;339706
8955;280;Skrydstrup Sogn;Haderslev;363497;220461;192353;307713;420865;223950;183154;345446;530;40;840;438185;227586;173172;339706
8956;600;Agerskov Sogn;Tønder;359393;195459;179490;285604;423174;225451;185643;339578;910;50;1560;422108;218338;184292;327103
8957;340;Bevtoft Sogn;Haderslev;364319;195459;219235;304945;399752;208414;209376;329040;610;20;960;438185;227586;173172;339706
8958;90;Tirslund Sogn;Tønder;353085;201456;0;292634;382924;213443;0;317168;150;0;240;422108;218338;184292;327103
8959;140;Branderup Sogn;Tønder;355119;194609;169320;291450;427077;201304;170760;342133;250;10;400;422108;218338;184292;327103
8960;1250;Toftlund Sogn;Tønder;377322;206855;154385;283288;430334;220706;156007;326556;1410;80;2750;422108;218338;184292;327103
8961;4840;Haderslev Vor Frue Domsogn;Haderslev;384292;220964;138374;272733;431742;234982;155176;321293;4950;780;10570;438185;227586;173172;339706
8962;2240;Gammel Haderslev Sogn;Haderslev;405292;224822;146718;298688;512534;241056;159193;380026;2940;350;5530;438185;227586;173172;339706
8963;330;Åstrup Sogn;Haderslev;419849;210334;200342;351714;475659;246567;221280;395448;670;30;1030;438185;227586;173172;339706
8964;160;Halk Sogn;Haderslev;389365;189484;0;285041;514051;208351;0;374454;190;0;350;438185;227586;173172;339706
8965;560;Hoptrup Sogn;Haderslev;385661;206726;248498;313572;430492;220969;236560;347111;900;30;1490;438185;227586;173172;339706
8966;130;Moltrup Sogn;Haderslev;395678;187246;181557;322749;457804;210250;185692;364663;250;20;390;438185;227586;173172;339706
8967;90;Bjerning Sogn;Haderslev;362145;215314;0;301684;390982;229187;0;327115;160;0;250;438185;227586;173172;339706
8968;480;Øsby Sogn;Haderslev;387785;202338;202696;297720;446631;228426;205807;353097;680;20;1180;438185;227586;173172;339706
8969;690;Sønder Starup Sogn;Haderslev;406600;202680;184506;345809;462754;231206;214169;379871;1310;30;2030;438185;227586;173172;339706
8970;60;Grarup Sogn;Haderslev;368317;189342;0;329082;422065;215996;0;358469;160;0;230;438185;227586;173172;339706
8971;370;Vilstrup Sogn;Haderslev;397636;200416;233012;314367;463891;234310;293831;370114;550;10;940;438185;227586;173172;339706
8972;110;Vonsbæk Sogn;Haderslev;371281;201340;0;314645;416330;259862;0;353900;190;0;310;438185;227586;173172;339706
8973;390;Hammelev Sogn;Haderslev;390353;194211;211200;323505;424779;219861;236447;346874;670;30;1080;438185;227586;173172;339706
8974;100;Maugstrup Sogn;Haderslev;383559;198259;217488;325360;419464;213166;213706;353211;240;10;360;438185;227586;173172;339706
8975;1590;Vojens Sogn;Haderslev;358245;216693;183359;260485;384696;224179;183460;295416;1410;120;3120;438185;227586;173172;339706
8976;1110;Jegerup Sogn;Haderslev;385693;215644;215210;297314;435400;226297;200101;333230;1240;50;2400;438185;227586;173172;339706
8977;730;Jels Sogn;Vejen;393288;204206;145576;306133;457504;220824;174302;353415;1070;80;1880;438159;221720;189760;350645
8978;150;Oksenvad Sogn;Haderslev;360793;204606;204145;298841;417883;218071;191395;341555;280;20;450;438185;227586;173172;339706
8979;410;Sommersted Sogn;Haderslev;378841;199134;163534;293033;404151;206679;173275;320951;630;40;1080;438185;227586;173172;339706
8980;560;Vedsted Sogn;Haderslev;369479;194219;167999;304759;411960;205643;192809;335197;1040;50;1650;438185;227586;173172;339706
8981;140;Aller Sogn;Kolding;388835;182212;0;327577;448628;207478;0;365892;270;0;420;473529;230768;171459;368754
8982;280;Fjelstrup Sogn;Haderslev;387615;209813;189780;320068;435095;221346;185418;357280;520;20;820;438185;227586;173172;339706
8983;150;Stepping Sogn;Kolding;390250;191002;177703;316046;450560;193268;198265;369028;380;20;550;473529;230768;171459;368754
8984;40;Frørup Sogn;Kolding;365526;193264;0;330710;425104;185726;0;366856;140;0;180;473529;230768;171459;368754
8985;1100;Tyrstrup Sogn;Kolding;391373;210725;201881;310993;435721;230292;208510;349391;1630;70;2800;473529;230768;171459;368754
8986;50;Hjerndrup Sogn;Haderslev;367068;205741;0;319334;400368;254612;0;354852;120;0;170;438185;227586;173172;339706
8987;430;Skodborg Sogn;Vejen;375461;207817;197347;315020;415392;214894;205784;340323;820;50;1300;438159;221720;189760;350645
8988;3690;Sankt Marie Sogn;Sønderborg;381640;222144;141164;267008;479487;236756;153390;338430;3650;750;8090;459706;227502;176942;344943
8989;3690;Christians Sogn;Sønderborg;384165;211783;141061;265972;445768;221665;150416;320779;3820;660;8170;459706;227502;176942;344943
8990;950;Augustenborg Sogn;Sønderborg;381871;218178;233493;281871;434168;230331;216082;326928;900;40;1900;459706;227502;176942;344943
8991;430;Ketting Sogn;Sønderborg;400402;204016;242970;309258;417222;227860;248434;331232;540;30;1000;459706;227502;176942;344943
8992;1720;Ulkebøl Sogn;Sønderborg;398010;206088;173888;307934;512664;221451;201549;380984;2240;110;4080;459706;227502;176942;344943
8993;520;Notmark Sogn;Sønderborg;373485;204098;240022;292926;409272;215255;219148;320169;640;30;1180;459706;227502;176942;344943
8994;220;Asserballe Sogn;Sønderborg;361595;199480;174648;308600;437807;217540;188492;352696;400;30;640;459706;227502;176942;344943
8995;300;Tandslet Sogn;Sønderborg;363366;198795;216586;308162;428306;214020;214658;338500;440;20;760;459706;227502;176942;344943
8996;1030;Hørup Sogn;Sønderborg;429581;218986;239377;339768;532478;247379;246551;406688;1350;30;2410;459706;227502;176942;344943
8997;450;Lysabild Sogn;Sønderborg;363989;193305;179214;292585;403269;208030;173172;315513;610;40;1100;459706;227502;176942;344943
8998;210;Kegnæs Sogn;Sønderborg;356852;203697;154076;267935;399110;215172;144285;305317;220;10;440;459706;227502;176942;344943
8999;1580;Nordborg Sogn;Sønderborg;373879;210042;208902;263951;433052;222063;212188;311883;1230;80;2890;459706;227502;176942;344943
9000;370;Svenstrup Sogn;Sønderborg;369531;194729;236578;296712;391568;204028;234152;311422;520;30;920;459706;227502;176942;344943
9001;1220;Havnbjerg Sogn;Sønderborg;365060;202266;241538;260885;406748;212222;222102;302317;1100;70;2390;459706;227502;176942;344943
9002;260;Oksbøl Sogn;Sønderborg;365373;192271;227331;274153;386816;195161;214828;298646;310;10;580;459706;227502;176942;344943
9003;1030;Egen Sogn;Sønderborg;373712;202379;224514;287825;406933;217087;213136;315913;1180;50;2260;459706;227502;176942;344943
9004;1380;Broager Sogn;Sønderborg;401910;207367;218298;318993;444189;230998;211804;351487;1920;80;3380;459706;227502;176942;344943
9005;560;Egernsund Sogn;Sønderborg;392610;195866;217345;287830;444362;242636;213277;341103;580;40;1170;459706;227502;176942;344943
9006;1040;Dybbøl Sogn;Sønderborg;431655;218609;231646;361149;549206;259281;228159;444534;1990;70;3100;459706;227502;176942;344943
9007;360;Nybøl Sogn;Sønderborg;393540;211746;243417;328460;438873;231180;236479;355733;570;20;950;459706;227502;176942;344943
9008;520;Sottrup Sogn;Sønderborg;397211;204927;185879;326923;491216;224654;226428;382488;820;40;1380;459706;227502;176942;344943
9009;460;Ullerup Sogn;Sønderborg;386956;202987;168867;326221;445340;226134;185034;356938;760;40;1250;459706;227502;176942;344943
9010;5820;Aabenraa Sogn;Aabenraa;384457;220574;155680;278721;445903;239625;164752;333880;6120;820;12760;433137;229623;179667;338347
9011;440;Hjordkær Sogn;Aabenraa;373335;199625;187471;314063;416216;211760;200721;345015;910;40;1390;433137;229623;179667;338347
9012;930;Løjt Sogn;Aabenraa;405872;213618;212087;332860;525847;244060;212954;413062;1480;50;2450;433137;229623;179667;338347
9013;440;Bjolderup Sogn;Aabenraa;356326;196147;200147;303010;395050;211876;207613;326839;810;40;1290;433137;229623;179667;338347
9014;2100;Rise Sogn;Aabenraa;380029;208458;182154;297635;423725;224381;184341;331199;2630;130;4860;433137;229623;179667;338347
9015;220;Øster Løgum Sogn;Aabenraa;353951;190587;222878;296181;392249;193834;235386;323933;450;20;690;433137;229623;179667;338347
9016;220;Bedsted Sogn;Tønder;337561;208549;166352;282230;398772;222216;164870;322296;330;20;580;422108;218338;184292;327103
9017;200;Hellevad Sogn;Aabenraa;361191;195734;215156;304652;468392;206856;217475;380116;440;20;660;433137;229623;179667;338347
9018;70;Egvad Sogn;Aabenraa;383266;189598;0;312951;459247;207126;0;388936;210;0;300;433137;229623;179667;338347
9019;1350;Gråsten Sogn;Sønderborg;384141;216506;182307;281208;459640;234077;199725;336994;1200;60;2610;459706;227502;176942;344943
9021;340;Varnæs Sogn;Aabenraa;366131;202657;140853;305887;399730;212851;172223;326665;560;20;920;433137;229623;179667;338347
9022;610;Ensted Sogn;Aabenraa;395454;204267;219951;336590;450572;245539;202865;372582;1080;40;1730;433137;229623;179667;338347
9023;590;Felsted Sogn;Aabenraa;374185;201783;225170;309196;425976;216255;204145;345307;1010;30;1640;433137;229623;179667;338347
9024;380;Holbøl Sogn;Aabenraa;367287;195256;225178;304277;450930;217815;239657;361719;660;40;1070;433137;229623;179667;338347
9025;840;Rinkenæs Sogn;Sønderborg;399948;215640;221193;319743;446115;243355;221769;353596;1050;30;1920;459706;227502;176942;344943
9026;110;Uge Sogn;Aabenraa;368710;193873;0;305655;400165;192691;0;328156;210;0;320;433137;229623;179667;338347
9027;570;Kliplev Sogn;Aabenraa;365749;203775;169485;310037;404645;223083;172198;332836;1000;60;1630;433137;229623;179667;338347
9028;260;Kværs Sogn;Sønderborg;375463;195752;220827;307723;447783;208955;223649;352425;420;20;700;459706;227502;176942;344943
9029;2960;Bov Sogn;Aabenraa;373601;208736;189728;283232;426095;242840;199461;331592;2940;120;6020;433137;229623;179667;338347
9030;190;Hviding Sogn;Esbjerg;369015;202542;182455;311284;409336;220954;207596;339781;370;30;590;459264;235789;168976;354659
9031;100;Rejsby Sogn;Tønder;351062;188397;149610;290859;369001;207654;155056;300212;160;10;270;422108;218338;184292;327103
9032;160;Brøns Sogn;Tønder;351861;195035;290586;306633;413519;207769;302805;345968;340;10;510;422108;218338;184292;327103
9033;150;Vodder Sogn;Tønder;369357;188218;125860;301292;435204;187772;137240;345749;290;10;460;422108;218338;184292;327103
9034;150;Roager Sogn;Esbjerg;361196;196570;0;313123;397297;281733;0;355411;280;0;440;459264;235789;168976;354659
9035;120;Spandet Sogn;Esbjerg;374421;188015;0;290400;404289;201983;0;323648;190;0;320;459264;235789;168976;354659
9036;220;Arrild Sogn;Tønder;367319;193303;271624;300002;486703;203873;208404;372467;340;10;570;422108;218338;184292;327103
9037;260;Højrup Sogn;Haderslev;371448;187621;172102;275044;396214;201818;160236;305206;330;20;610;438185;227586;173172;339706
9038;1280;Skærbæk Sogn;Tønder;366598;203551;204891;264756;403429;212685;191608;305120;1290;80;2650;422108;218338;184292;327103
9040;80;Ubjerg Sogn;Tønder;356125;199322;0;287372;404669;217402;0;317775;110;0;190;422108;218338;184292;327103
9041;250;Abild Sogn;Tønder;370732;198588;216882;318699;430549;214977;207222;356593;530;20;800;422108;218338;184292;327103
9042;140;Visby Sogn;Tønder;360381;190110;171806;294136;391323;197371;169980;317470;250;10;400;422108;218338;184292;327103
9043;60;Daler Sogn;Tønder;377862;192991;0;326390;444303;191339;0;375241;170;0;230;422108;218338;184292;327103
9044;320;Møgeltønder Sogn;Tønder;373834;202274;130066;301983;426328;219082;182079;341150;480;10;810;422108;218338;184292;327103
9045;1220;Løgumkloster Sogn;Tønder;368811;207613;228826;277683;406877;221832;218363;312850;1220;40;2480;422108;218338;184292;327103
9046;350;Nørre Løgum Sogn;Tønder;365602;205846;214300;303649;404955;224822;205706;335202;610;30;990;422108;218338;184292;327103
9047;590;Brede Sogn;Tønder;353644;198654;201656;286392;422030;216181;218427;331957;790;30;1400;422108;218338;184292;327103
9048;180;Døstrup Sogn;Tønder;344599;195690;0;277031;389240;197521;0;317487;320;0;510;422108;218338;184292;327103
9051;550;Højer Sogn;Tønder;349577;200915;194486;252901;380086;211867;201936;287543;470;20;1040;422108;218338;184292;327103
9052;170;Emmerlev Sogn;Tønder;335135;178328;0;257180;372183;184216;0;289860;220;0;390;422108;218338;184292;327103
9054;170;Ballum Sogn;Tønder;342569;194980;0;259796;387207;197415;0;299907;220;0;400;422108;218338;184292;327103
9056;530;Burkal Sogn;Aabenraa;354031;196972;144145;266564;399236;199850;176674;306656;650;30;1210;433137;229623;179667;338347
9057;260;Bylderup Sogn;Aabenraa;367945;194344;137975;291388;414359;203454;167254;326610;400;20;680;433137;229623;179667;338347
9058;230;Højst Sogn;Tønder;348475;189840;176734;287939;395458;188404;179294;319954;440;20;690;422108;218338;184292;327103
9059;290;Hostrup Sogn;Tønder;367852;198809;215368;280219;402934;208008;198981;318812;410;20;730;422108;218338;184292;327103
9060;220;Ravsted Sogn;Aabenraa;365117;192668;182925;305356;418428;201589;210401;342159;430;20;670;433137;229623;179667;338347
9061;1230;Tinglev Sogn;Aabenraa;359726;207419;168316;273645;393296;216604;170520;304990;1320;60;2610;433137;229623;179667;338347
9062;230;Rømø Sogn;Tønder;332539;211642;0;266644;384656;231143;0;309261;230;0;460;422108;218338;184292;327103
9063;300;Lendum Sogn;Hjørring;363661;203564;201541;289754;386561;207186;199101;312379;460;20;780;436380;228969;182087;339792
9065;80;Stenild Sogn;Rebild;383165;195520;0;326678;445386;206378;0;370900;190;0;280;472137;237648;215781;385724
9066;1570;Nyvangs Sogn;Kalundborg;388530;216271;175933;258802;414060;221608;195366;304895;1400;200;3170;449573;231549;198314;344620
9067;1520;Vamdrup Sogn;Kolding;384326;207493;194167;310910;437180;219646;207004;349702;2450;120;4080;473529;230768;171459;368754
9068;640;Søborgmagle Sogn;Gladsaxe;541531;247213;163514;465665;615615;307274;206158;526417;2060;140;2830;513430;245391;172773;398443
9070;2690;Halskov Sogn;Slagelse;379156;214827;163759;270319;416739;220060;172432;308986;2550;270;5510;431338;227437;174987;332236
9071;1450;Haralds Sogn;Gladsaxe;359721;206218;164744;248406;362369;204484;189087;274558;1330;190;2970;513430;245391;172773;398443
9072;2130;Buddinge Sogn;Gladsaxe;403749;226210;167874;302594;435615;231482;191382;339445;3130;480;5740;513430;245391;172773;398443
9073;2630;Grundtvigs Sogn;Esbjerg;381582;206661;160859;279505;410286;214962;172578;312579;3310;470;6410;459264;235789;168976;354659
9074;4430;Lindehøj Sogn;Herlev;439161;226358;139588;345642;499898;249756;164073;391176;7030;610;12070;475408;242231;172858;371270
9075;920;Årup Sogn;Assens;388357;212215;169139;281830;435762;225722;182958;321667;890;100;1910;438723;222245;189094;340904
9076;2280;Skalborg Sogn;Aalborg;406723;223069;166374;303139;448793;240166;176036;342494;2780;370;5430;461505;234602;150339;337499
9077;2930;Sønderbro Sogn;Horsens;356112;210580;167425;243965;368921;214279;169608;277029;2550;470;5940;459461;228178;170774;357914
9078;2230;Sankt Andreas Sogn;Randers;348904;209175;166908;241502;356568;208054;176156;265623;1640;230;4090;436687;225916;172666;339199
9079;1480;Vestervang Sogn;Viborg;402841;222530;164700;323594;434976;232388;174155;348316;2500;260;4240;455136;234010;173790;360515
9080;1460;Rungsted Sogn;Hørsholm;736077;317743;155858;573559;1257891;618253;175278;1029473;2800;50;4300;820428;381082;208868;625179
9081;2270;Korsvejens Sogn;Tårnby;421582;224159;191385;329553;457523;238078;200822;362346;3410;260;5940;468231;240948;195183;376191
9082;870;Rødbyhavn Sogn;Lolland;342535;221888;179339;244592;351057;217942;182820;264625;500;30;1400;409108;215888;189254;299396
