"Gennemsnitsalder efter sogn og tid"

" ","2014","2015","2016","2017"
"8911 Næsbjerg (Varde Kommune)",40.3,40.4,40.4,40.0
"8912 Grimstrup (Esbjerg Kommune, Varde Kommune)",37.8,38.0,38.2,38.8
"8913 Vester Nykirke (Esbjerg Kommune)",39.3,39.8,39.5,40.1
"8914 Fåborg (Varde Kommune)",38.4,38.8,38.9,38.9
"8915 Årre (Varde Kommune)",40.7,40.3,41.2,41.4
"8916 Sneum (Esbjerg Kommune)",37.6,37.6,38.0,38.6
"8917 Tjæreborg (Esbjerg Kommune)",40.8,40.9,40.8,41.2
"8918 Bryndum (Esbjerg Kommune)",38.9,39.3,39.3,39.8
"8919 Vester Nebel (Esbjerg Kommune)",38.7,39.7,40.4,40.3
"8920 Alslev (Varde Kommune)",38.0,37.6,37.7,38.2
"8921 Hostrup (Esbjerg Kommune)",41.3,41.3,41.3,42.9
"8922 Guldager (Esbjerg Kommune)",36.3,36.6,36.8,36.8
"8923 Nordby (Fanø Kommune)",47.2,47.8,48.2,48.5
"8924 Sønderho (Fanø Kommune)",56.0,57.6,57.5,55.1
"8925 Lindknud (Vejen Kommune)",38.0,38.2,38.6,40.1
"8926 Brørup (Vejen Kommune)",44.1,43.9,43.8,44.0
"8927 Holsted (Vejen Kommune)",42.7,42.6,42.4,42.8
"8928 Føvling (Vejen Kommune)",40.8,41.2,41.7,41.9
"8929 Malt (Vejen Kommune)",37.4,37.4,37.1,37.6
"8930 Folding (Vejen Kommune)",39.6,40.4,40.5,41.0
"8931 Vejen (Vejen Kommune)",42.7,43.1,43.4,43.7
"8932 Læborg (Vejen Kommune)",40.2,40.5,40.7,40.4
"8933 Veerst (Vejen Kommune)",38.8,39.0,38.8,39.1
"8934 Bække (Vejen Kommune)",39.7,40.7,40.7,40.2
"8935 Lejrskov (Kolding Kommune)",38.7,39.1,40.0,40.5
"8936 Jordrup (Kolding Kommune)",38.4,39.4,39.8,40.7
"8937 Andst (Vejen Kommune)",39.7,39.7,39.3,39.4
"8938 Gesten (Vejen Kommune)",40.0,40.1,40.3,40.3
"8939 Skanderup (Kolding Kommune)",39.0,39.0,39.1,39.4
"8940 Seest (Kolding Kommune)",42.5,43.1,43.1,42.1
"8941 Hjarup (Kolding Kommune)",40.2,39.8,39.9,39.9
"8942 Grindsted (Billund Kommune)",42.5,42.9,42.8,43.0
"8943 Grene (Billund Kommune)",40.9,41.1,41.5,41.6
"8944 Vorbasse (Billund Kommune)",41.6,41.8,41.6,41.7
"8945 Hejnsvig (Billund Kommune)",41.0,41.4,41.9,42.5
"8946 Gram (Haderslev Kommune)",44.6,44.9,44.9,45.0
"8947 Lintrup (Vejen Kommune)",37.1,37.6,38.4,39.4
"8948 Hjerting (Vejen Kommune)",31.1,31.2,31.6,32.2
"8949 Rødding (Vejen Kommune)",46.8,47.1,46.8,46.6
"8950 Skrave (Vejen Kommune)",43.9,44.4,44.7,44.4
"8951 Sønder Hygum (Vejen Kommune)",39.7,39.9,40.9,41.4
"8952 Fole (Haderslev Kommune)",34.7,35.2,35.1,36.2
"8953 Øster Lindet (Vejen Kommune)",38.6,38.8,39.3,39.4
"8954 Nustrup (Haderslev Kommune)",39.0,39.5,39.6,40.0
"8955 Skrydstrup (Haderslev Kommune)",40.4,40.2,40.9,40.9
"8956 Agerskov (Tønder Kommune)",42.3,42.3,42.9,42.8
"8957 Bevtoft (Haderslev Kommune, Tønder Kommune)",40.6,41.2,41.5,41.7
"8958 Tirslund (Tønder Kommune)",41.5,42.4,43.1,43.9
"8959 Branderup (Tønder Kommune)",39.2,40.6,40.5,39.8
"8960 Toftlund (Tønder Kommune)",44.2,44.6,44.6,45.1
"8961 Haderslev Vor Frue Domsogn (Haderslev Kommune)",42.1,42.3,42.3,42.6
"8962 Gammel Haderslev (Haderslev Kommune)",43.1,43.4,43.5,43.7
"8963 Åstrup (Haderslev Kommune)",40.8,41.0,41.2,41.2
"8964 Halk (Haderslev Kommune)",45.6,46.8,47.4,47.8
"8965 Hoptrup (Haderslev Kommune)",40.8,41.4,42.1,42.5
"8966 Moltrup (Haderslev Kommune)",39.8,40.2,40.9,40.0
"8967 Bjerning (Haderslev Kommune)",43.1,43.6,44.0,44.7
"8968 Øsby (Haderslev Kommune)",45.6,45.8,46.9,46.9
"8969 Sønder Starup (Haderslev Kommune)",40.4,40.7,40.9,41.2
"8970 Grarup (Haderslev Kommune)",39.9,40.9,40.7,41.0
"8971 Vilstrup (Haderslev Kommune)",43.7,44.4,45.0,45.2
"8972 Vonsbæk (Haderslev Kommune)",42.2,41.9,43.1,43.4
"8973 Hammelev (Haderslev Kommune)",40.9,41.5,41.9,42.4
"8974 Maugstrup (Haderslev Kommune)",38.8,39.9,40.5,40.8
"8975 Vojens (Haderslev Kommune)",46.5,46.5,46.6,46.9
"8976 Jegerup (Haderslev Kommune)",44.6,45.0,45.3,45.5
"8977 Jels (Vejen Kommune)",41.9,42.2,42.4,43.3
"8978 Oksenvad (Haderslev Kommune)",40.0,39.6,40.4,41.4
"8979 Sommersted (Haderslev Kommune)",42.1,42.0,42.2,42.1
"8980 Vedsted (Haderslev Kommune)",39.7,40.1,40.0,40.4
"8981 Aller (Haderslev Kommune, Kolding Kommune)",43.6,44.7,45.4,45.3
"8982 Fjelstrup (Haderslev Kommune)",41.3,41.9,42.1,42.7
"8983 Stepping (Kolding Kommune)",38.4,38.6,38.7,39.3
"8984 Frørup (Kolding Kommune)",33.2,33.0,32.4,33.1
"8985 Tyrstrup (Kolding Kommune)",43.2,43.4,43.2,43.4
"8986 Hjerndrup (Haderslev Kommune)",38.5,39.1,40.3,41.3
"8987 Skodborg (Vejen Kommune)",39.6,40.2,40.3,40.7
"8988 Sankt Marie (Sønderborg Kommune)",42.9,43.2,43.6,43.6
"8989 Christians (Sønderborg Kommune)",42.1,42.3,42.4,42.3
"8990 Augustenborg (Sønderborg Kommune)",45.6,46.1,46.6,47.0
"8991 Ketting (Sønderborg Kommune)",44.1,44.3,44.0,44.5
"8992 Ulkebøl (Sønderborg Kommune)",41.2,41.4,41.7,42.1
"8993 Notmark (Sønderborg Kommune)",43.9,44.2,44.6,45.4
"8994 Asserballe (Sønderborg Kommune)",40.6,41.6,41.9,41.8
"8995 Tandslet (Sønderborg Kommune)",42.6,43.1,43.6,43.8
"8996 Hørup (Sønderborg Kommune)",44.4,44.9,45.4,45.5
"8997 Lysabild (Sønderborg Kommune)",43.6,44.1,44.5,44.5
"8998 Kegnæs (Sønderborg Kommune)",46.7,45.8,46.5,48.1
"8999 Nordborg (Sønderborg Kommune)",45.9,46.1,46.8,47.0
"9000 Svenstrup (Sønderborg Kommune)",41.2,41.6,42.1,43.3
"9001 Havnbjerg (Sønderborg Kommune)",45.5,45.9,46.4,46.5
"9002 Oksbøl (Sønderborg Kommune)",44.3,45.1,45.7,46.5
"9003 Egen (Sønderborg Kommune)",45.5,45.8,46.7,47.1
"9004 Broager (Sønderborg Kommune)",42.3,42.5,42.8,43.2
"9005 Egernsund (Sønderborg Kommune)",45.2,45.8,46.1,45.8
"9006 Dybbøl (Sønderborg Kommune)",40.5,40.9,41.2,41.5
"9007 Nybøl (Sønderborg Kommune)",40.4,40.8,41.0,40.7
"9008 Sottrup (Sønderborg Kommune)",40.1,40.5,40.9,41.4
"9009 Ullerup (Sønderborg Kommune)",40.1,40.6,40.8,41.2
"9010 Aabenraa (Aabenraa Kommune)",43.8,44.0,44.2,44.0
"9011 Hjordkær (Aabenraa Kommune)",39.2,39.5,40.5,40.9
"9012 Løjt (Aabenraa Kommune)",41.5,41.9,42.5,42.8
"9013 Bjolderup (Aabenraa Kommune)",39.6,40.0,39.8,40.7
"9014 Rise (Aabenraa Kommune)",43.3,43.7,44.1,44.5
"9015 Øster Løgum (Aabenraa Kommune)",38.3,39.2,39.1,39.4
"9016 Bedsted (Tønder Kommune)",42.4,42.2,42.2,42.1
"9017 Hellevad (Aabenraa Kommune)",39.3,40.0,39.6,39.6
"9018 Egvad (Aabenraa Kommune)",37.8,38.6,38.9,39.8
"9019 Gråsten (Sønderborg Kommune)",47.8,48.5,48.9,49.7
"9021 Varnæs (Aabenraa Kommune)",41.4,41.9,41.6,42.0
"9022 Ensted (Aabenraa Kommune)",41.1,41.9,42.1,42.2
"9023 Felsted (Sønderborg Kommune, Aabenraa Kommune)",41.2,41.5,42.0,42.5
"9024 Holbøl (Aabenraa Kommune)",44.1,43.9,44.1,43.7
"9025 Rinkenæs (Sønderborg Kommune)",44.4,44.3,44.6,43.3
"9026 Uge (Aabenraa Kommune)",38.8,39.4,39.7,40.4
"9027 Kliplev (Aabenraa Kommune)",41.5,41.4,42.4,42.5
"9028 Kværs (Sønderborg Kommune, Aabenraa Kommune)",38.9,39.3,40.0,40.5
"9029 Bov (Aabenraa Kommune)",45.1,45.7,46.2,46.6
"9030 Hviding (Esbjerg Kommune)",39.6,39.2,39.7,39.7
"9031 Rejsby (Tønder Kommune)",41.8,42.8,43.0,43.9
"9032 Brøns (Tønder Kommune)",40.3,40.4,41.7,41.2
"9033 Vodder (Tønder Kommune)",38.2,39.3,39.2,40.0
"9034 Roager (Esbjerg Kommune)",40.2,40.1,40.7,39.6
"9035 Spandet (Esbjerg Kommune)",45.2,45.7,44.9,45.6
"9036 Arrild (Tønder Kommune)",43.7,43.6,43.6,43.7
"9037 Højrup (Haderslev Kommune, Tønder Kommune)",43.4,44.5,45.5,44.7
"9038 Skærbæk (Tønder Kommune)",46.1,46.1,46.1,45.5
"9039 Tønder (Tønder Kommune)",0.0,0.0,0.0,0.0
"9040 Ubjerg (Tønder Kommune)",43.7,43.4,42.4,42.9
"9041 Abild (Tønder Kommune)",40.2,40.5,41.5,41.7
"9042 Visby (Tønder Kommune)",42.1,42.5,41.9,42.2
"9043 Daler (Tønder Kommune)",38.2,38.7,40.3,40.5
"9044 Møgeltønder (Tønder Kommune)",43.0,43.3,43.8,44.0
"9045 Løgumkloster (Tønder Kommune)",46.8,47.3,47.7,47.9
"9046 Nørre Løgum (Tønder Kommune)",40.3,40.7,40.3,40.0
"9047 Brede (Tønder Kommune)",43.4,43.9,44.0,44.1
"9048 Døstrup (Tønder Kommune)",39.7,40.2,40.7,41.2
"9049 Mjolden (Tønder Kommune)",42.2,42.4,42.5,43.9
"9050 Randerup (Tønder Kommune)",41.2,41.1,43.4,44.6
"9051 Højer (Tønder Kommune)",47.5,47.9,47.9,48.0
"9052 Emmerlev (Tønder Kommune)",42.4,43.9,44.5,45.5
"9053 Hjerpsted (Tønder Kommune)",55.7,56.1,57.2,58.2
"9054 Ballum (Tønder Kommune)",45.9,46.5,47.9,47.3
"9055 Sønder Skast (Tønder Kommune)",44.0,46.4,47.5,48.0
"9056 Burkal (Tønder Kommune, Aabenraa Kommune)",43.2,42.9,42.9,43.2
"9057 Bylderup (Aabenraa Kommune)",42.1,42.7,43.2,43.8
"9058 Højst (Tønder Kommune)",38.3,38.7,39.1,39.7
"9059 Hostrup (Tønder Kommune)",40.9,41.8,42.6,43.4
"9060 Ravsted (Aabenraa Kommune)",38.4,39.0,39.3,39.5
"9061 Tinglev (Aabenraa Kommune)",44.8,44.9,45.1,45.2
"9062 Rømø (Tønder Kommune)",50.8,51.2,52.0,53.1
"9063 Lendum (Hjørring Kommune)",39.9,40.5,40.6,40.3
"9064 Øster Hassing (Aalborg Kommune)",40.1,40.7,41.0,0.0
"9065 Stenild (Rebild Kommune, Mariagerfjord Kommune)",37.9,38.3,38.3,38.6
"9066 Nyvangs (Kalundborg Kommune)",42.3,42.0,41.9,42.4
"9067 Vamdrup (Kolding Kommune)",40.8,41.2,41.5,41.9
"9068 Søborgmagle (Gladsaxe Kommune)",36.8,36.9,37.1,37.5
"9070 Halskov (Slagelse Kommune)",42.7,42.7,42.7,42.7
"9071 Haralds (Gladsaxe Kommune)",40.6,40.7,40.6,40.5
"9072 Buddinge (Gladsaxe Kommune)",42.4,42.2,42.4,42.1
"9073 Grundtvigs (Esbjerg Kommune)",40.8,41.0,41.2,41.2
"9074 Lindehøj (Herlev Kommune)",40.9,41.0,41.1,41.4
"9075 Årup (Assens Kommune)",45.9,46.1,45.9,46.0
"9076 Skalborg (Aalborg Kommune)",41.7,41.9,42.4,42.7
"9077 Sønderbro (Horsens Kommune)",42.0,42.3,42.8,43.0
"9078 Sankt Andreas (Randers Kommune)",40.1,39.9,39.8,39.9
"9079 Vestervang (Viborg Kommune)",39.4,39.4,39.6,39.8
"9080 Rungsted (Hørsholm Kommune)",42.9,43.3,43.6,43.8
"9081 Korsvejens (Tårnby Kommune)",41.2,41.3,41.0,41.0
"9082 Rødbyhavn (Lolland Kommune)",48.8,48.6,48.3,48.0
"9083 Hedehusene (Høje-Taastrup Kommune)",39.1,39.1,39.5,39.6
"9084 Brøndby Strand (Brøndby Kommune)",38.7,38.6,38.7,38.7
"9085 Egeris (Skive Kommune)",41.1,41.4,41.4,41.9
"9086 Hadsten (Favrskov Kommune)",40.7,41.0,41.0,41.1
"9087 Hannerup (Fredericia Kommune)",39.6,39.4,40.2,40.9
"9088 Ellevang (Aarhus Kommune)",40.4,40.5,40.8,41.1
"9089 Pederstrup (Ballerup Kommune)",41.1,41.4,41.6,41.8
"9090 Helligånds (Aarhus Kommune)",34.4,34.5,34.7,34.5
"9091 Hedeager (Herning Kommune)",39.8,39.7,39.9,39.7
"9092 Nørremarks (Vejle Kommune)",37.3,37.2,37.4,37.3
"9093 Vollsmose (Odense Kommune)",34.3,34.5,34.6,34.9
"9094 Rønnevang (Høje-Taastrup Kommune)",42.9,43.4,43.2,43.3
"9095 Svingelbjerg (Vesthimmerlands Kommune)",40.7,42.7,40.6,42.6
"9096 Ravnsbjerg (Aarhus Kommune)",36.4,36.4,36.7,36.7
"9097 Gellerup (Aarhus Kommune)",31.7,32.2,32.3,32.9
"9098 Sthens (Helsingør Kommune)",41.7,41.9,42.3,42.4
"9099 Kvaglund (Esbjerg Kommune)",41.0,41.0,40.8,41.2
"9100 Bredballe (Vejle Kommune)",41.7,41.9,42.0,42.1
"9101 Bistrup (Hjørring Kommune)",41.4,41.3,41.0,41.0
"9102 Ulstrupbro (Favrskov Kommune)",43.0,42.9,43.2,43.3
"9103 Mørdrup (Helsingør Kommune)",43.1,43.5,44.0,44.2
"9104 Ry (Skanderborg Kommune)",41.3,41.3,41.4,41.5
"9105 Karlslunde Strandsogn (Greve Kommune)",42.9,43.2,43.3,43.3
"9106 Sædden (Esbjerg Kommune)",43.8,44.2,44.5,44.7
"9107 Godthåb (Aalborg Kommune)",39.6,39.2,39.0,39.4
"9108 Mosede (Greve Kommune)",41.9,42.0,41.7,41.6
"9109 Stensby (Vordingborg Kommune)",43.2,43.6,44.2,44.1
"9110 Margrethe (Aalborg Kommune)",41.4,41.3,41.5,41.7
"9111 Sankt Jørgens (Næstved Kommune)",41.5,41.6,41.8,41.7
"9112 Juelsminde (Hedensted Kommune)",53.4,53.4,53.6,53.7
"9113 Islebjerg (Frederikssund Kommune)",41.3,41.4,41.4,41.6
"9114 Stenderup (Billund Kommune)",38.5,38.9,39.5,39.4
"9115 Nygårds (Brøndby Kommune)",43.1,43.4,43.4,43.1
"9116 Simon Peters (Kolding Kommune)",38.7,38.8,38.8,39.1
"9117 Boholte (Køge Kommune)",43.2,43.2,43.3,43.4
"9118 Broholm (Assens Kommune)",40.7,40.8,40.7,40.8
"9119 Kølkær (Herning Kommune)",40.6,41.0,41.5,41.3
"9120 Kollund (Herning Kommune)",38.0,38.3,38.7,38.8
"9121 Gjesing (Esbjerg Kommune)",42.1,42.3,42.6,42.8
"9122 Tarm (Ringkøbing-Skjern Kommune)",45.6,45.8,46.3,46.6
"9123 Isenvad (Ikast-Brande Kommune)",39.7,39.4,38.7,38.9
"9124 Troldhede (Ringkøbing-Skjern Kommune)",42.5,42.5,41.4,42.1
"9125 Ilderhede (Herning Kommune)",41.0,41.9,42.4,42.8
"9126 Søndermark (Viborg Kommune)",36.6,36.8,37.0,37.2
"9127 Klitmøller (Thisted Kommune)",45.5,45.4,44.5,44.4
"9128 Frederiksberg Slotssogn (Frederiksberg Kommune)",0.0,0.0,0.0,0.0
"9129 Vorupør (Thisted Kommune)",45.5,46.1,47.0,46.7
"9130 Mejdal (Holstebro Kommune)",36.6,36.9,37.1,37.0
"9131 Hjallese (Odense Kommune)",41.3,41.2,41.3,41.2
"9132 Virklund (Silkeborg Kommune)",42.0,42.1,41.9,42.3
"9133 Tingbjerg (København Kommune)",32.3,31.8,32.1,32.3
"9134 Opstandelseskirkens (Albertslund Kommune)",39.4,39.6,39.9,40.4
"9135 Skjoldhøj (Aarhus Kommune)",36.6,37.1,37.6,37.7
"9136 Vodskov (Aalborg Kommune)",43.9,43.7,44.3,44.8
"9137 Askov (Vejen Kommune)",37.3,38.3,38.4,38.7
"9138 Hjerting (Esbjerg Kommune)",43.9,44.1,44.5,44.9
"9139 Fredens (Svendborg Kommune)",43.7,44.0,44.4,44.4
"9140 Skelgårds (Tårnby Kommune)",39.8,39.5,39.4,39.4
"9141 Gullestrup (Herning Kommune)",34.3,34.6,35.3,35.8
"9142 Dyrup (Odense Kommune)",42.5,42.6,42.5,42.5
"9143 Sejs-Svejbæk (Silkeborg Kommune)",42.3,42.4,42.1,42.1
"9144 Nørrevang (Slagelse Kommune)",38.6,39.2,39.2,39.6
"9145 Kokkedal (Hørsholm Kommune)",46.4,46.6,47.0,47.0
"9146 Lystrup (Aarhus Kommune)",39.8,40.2,40.6,40.6
"9147 Skelager (Aarhus Kommune)",33.2,33.5,33.9,34.2
"9148 Tornbjerg (Odense Kommune)",39.4,39.9,40.2,40.7
"9149 Houlkær (Viborg Kommune)",40.5,40.8,41.3,41.9
"9150 Langeslund (Jammerbugt Kommune)",39.9,40.4,41.6,42.2
"9151 Enghøj (Randers Kommune)",41.1,41.1,41.1,41.5
"9152 Fonnesbæk (Ikast-Brande Kommune)",37.9,38.2,39.0,39.4
"9153 Agerbæk (Varde Kommune)",42.3,43.2,43.4,44.1
"9154 Grønnevang (Hillerød Kommune)",39.4,39.9,40.3,40.6
"9155 Engholm (Allerød Kommune)",39.4,39.6,39.8,39.8
"9156 Agersted (Brønderslev Kommune, Frederikshavn Kommune)",42.3,42.9,43.2,42.4
"9157 Gistrup (Aalborg Kommune)",43.7,43.7,43.6,44.0
"9158 Skæring (Aarhus Kommune)",44.4,45.0,45.2,45.3
"9159 Stenvad (Norddjurs Kommune)",42.1,42.4,42.8,43.0
"9160 Antvorskov (Slagelse Kommune)",40.8,40.9,40.4,39.6
"9161 Blågårdens (København Kommune)",32.7,32.8,32.9,33.1
"9162 Holsted (Næstved Kommune)",41.6,41.9,42.1,42.5
"9163 Lyng (Fredericia Kommune)",43.7,44.4,44.7,44.8
"9164 Fredens-Nazaret (København Kommune)",36.4,36.7,37.1,37.1
"9165 Sydhavn (København Kommune)",36.4,36.3,36.1,35.4
"9166 Skanderborg (Skanderborg Kommune)",40.1,40.4,40.6,40.9
"9167 Ørnhøj (Herning Kommune)",40.0,41.1,41.1,41.0
"9168 Iglsø (Viborg Kommune)",40.2,40.9,41.2,40.1
"9169 Simeon-Sankt Johannes (København Kommune)",35.0,34.7,34.7,34.8
"9170 Ørre-Sinding (Herning Kommune)",40.2,40.6,40.9,41.1
"9171 Ebeltoft-Dråby-Handrup (Syddjurs Kommune)",49.6,50.4,50.8,51.4
"9172 Hvide Sande (Ringkøbing-Skjern Kommune)",44.9,45.3,45.4,46.2
"9173 Falslev-Vindblæs (Mariagerfjord Kommune)",43.8,44.3,44.4,44.7
"9174 Vor Frue (København Kommune)",36.1,36.3,36.0,36.5
"9175 Davids (København Kommune)",34.9,35.1,35.2,35.5
"9176 Hjembæk-Svinninge (Holbæk Kommune)",42.1,42.3,42.4,42.2
"9177 Butterup-Tuse (Holbæk Kommune)",40.8,41.1,41.1,41.0
"9178 Tønder (Tønder Kommune)",45.1,45.3,45.4,45.3
"9179 Skamstrup-Frydendal (Holbæk Kommune)",40.5,40.6,40.8,41.6
"9180 Kollerup-Fjerritslev (Jammerbugt Kommune)",46.4,46.7,47.0,46.6
"9181 Frederiksberg (Frederiksberg Kommune)",40.9,41.0,41.0,41.3
"9182 Bellahøj-Utterslev (København Kommune)",37.0,36.6,36.7,36.6
"9183 Samsø (Samsø Kommune)",0.0,50.2,50.8,51.2
"9184 Arden (Mariagerfjord Kommune)",43.3,43.2,43.7,44.1
"9185 Vesterbro (København Kommune)",33.8,33.9,34.0,34.2
"9186 Frederiksværk-Vinderød (Halsnæs Kommune)",0.0,0.0,42.6,42.8
"9187 Romdrup-Klarup (Aalborg Kommune)",0.0,40.0,40.2,39.9
"9188 Hvejsel (Vejle Kommune)",0.0,37.2,37.5,37.7
"9189 Stigs Bjergby-Mørkøv (Holbæk Kommune)",0.0,0.0,39.4,39.8
"9190 Valby Søndre (København Kommune)",0.0,0.0,35.3,35.2
"9191 Vive-Hadsund (Mariagerfjord Kommune)",0.0,0.0,0.0,47.6
"9192 Tuse Næs (Holbæk Kommune)",0.0,0.0,47.3,48.2
"9193 Nimtofte-Tøstrup (Syddjurs Kommune)",0.0,0.0,0.0,0.0
"9194 Utterslev-Herredskirke-Løjtofte (Lolland Kommune)",0.0,0.0,0.0,47.7
"9195 Søllested-Skovlænge-Gurreby (Lolland Kommune)",0.0,0.0,0.0,47.8
"9196 Blåvandshuk (Varde Kommune)",0.0,0.0,0.0,55.3
"9197 Øster Hassing-Gåser (Aalborg Kommune)",0.0,0.0,0.0,40.9
"9198 Bedsted-Grurup (Thisted Kommune)",0.0,0.0,0.0,0.0
"9199 Estvad-Rønbjerg (Skive Kommune)",0.0,0.0,0.0,0.0
"9201 Feldborg (Herning Kommune)",39.7,39.5,40.1,40.1
"9202 Vinderup (Holstebro Kommune)",45.2,45.5,45.2,45.2
"9203 Trandum (Holstebro Kommune)",40.5,41.5,41.6,42.6
"9204 Herrup (Holstebro Kommune)",41.9,41.7,41.6,41.7
"9205 Tiphede (Herning Kommune)",33.6,34.8,34.5,35.0
"9206 Ellebæk (Holstebro Kommune)",39.4,39.7,39.9,40.3
"9207 Hogager (Holstebro Kommune)",41.3,41.1,41.7,42.1
"9208 Hjerm Østre (Struer Kommune)",38.0,38.5,39.2,41.5
"9209 Fasterholt (Herning Kommune)",40.8,41.8,42.2,41.8
"9210 Karstoft (Herning Kommune)",37.6,37.9,38.2,38.7
"9211 Faurholt (Ikast-Brande Kommune)",37.4,38.1,38.6,38.7
"9212 Christianshede (Ikast-Brande Kommune)",38.3,39.4,39.4,40.9
"9213 Grathe (Silkeborg Kommune)",40.6,41.4,41.2,41.7
"9214 Bjerring (Viborg Kommune)",43.7,44.3,44.6,45.3
"9215 Hjermind (Viborg Kommune)",39.0,39.6,40.4,40.7
"9216 Øster Hurup (Mariagerfjord Kommune)",48.9,49.3,49.4,50.1
"9217 Terndrup (Rebild Kommune)",44.5,44.8,44.8,44.8
"9219 Arden (Mariagerfjord Kommune)",0.0,0.0,0.0,0.0
"9220 Mylund (Brønderslev Kommune)",42.6,42.1,42.0,42.7
"9221 Øster Hjermitslev (Brønderslev Kommune)",37.8,38.1,38.6,39.8
"9223 Melholt (Brønderslev Kommune)",46.1,47.2,47.7,47.3
"9224 Dorf (Brønderslev Kommune)",44.7,45.2,45.3,45.5
"9225 Hou (Aalborg Kommune)",50.3,51.2,52.5,52.7
"9226 Østervrå (Frederikshavn Kommune)",42.6,42.7,43.3,44.1
"9227 Gåser (Aalborg Kommune)",38.1,38.3,39.5,0.0
"9228 Hulsig (Frederikshavn Kommune)",55.3,56.5,56.5,54.9
"9229 Sørig (Hjørring Kommune)",47.2,47.7,48.3,48.9
"9230 Jerup (Frederikshavn Kommune)",49.5,50.2,50.1,50.4
"9231 Kvissel (Frederikshavn Kommune)",44.9,45.5,45.8,45.2
"9232 Gudumholm (Aalborg Kommune)",37.8,38.1,38.3,38.0
"9233 Fjerritslev (Jammerbugt Kommune)",0.0,0.0,0.0,0.0
"9234 Koldmose (Jammerbugt Kommune)",40.7,41.9,43.1,45.3
"9235 Stenbjerg (Thisted Kommune)",53.6,55.8,57.2,57.1
"9236 Agerø (Morsø Kommune)",55.1,53.6,53.6,50.8
"9237 Rørdal (Aalborg Kommune)",38.4,38.3,39.3,39.7
"9238 Sørup (Rebild Kommune)",37.9,38.2,38.2,38.3
"9239 Hareskov (Furesø Kommune)",39.9,40.3,40.1,40.1
"9240 Gurre (Helsingør Kommune)",40.3,40.3,40.8,41.4
"9241 Gadevang (Hillerød Kommune)",42.8,43.5,43.4,43.1
"9242 Skoven (Frederikssund Kommune)",54.4,54.8,55.3,56.0
"9243 Villingerød (Gribskov Kommune)",51.5,51.5,51.7,53.2
"9244 Reersø (Kalundborg Kommune)",52.4,52.2,52.5,53.3
"9245 Alleshave (Kalundborg Kommune)",44.3,45.6,43.7,44.2
"9246 Lumsås (Odsherred Kommune)",52.3,52.5,53.6,53.1
"9247 Svinø (Vordingborg Kommune)",44.6,45.5,46.2,46.7
"9248 Langø (Lolland Kommune)",54.9,55.2,55.8,54.5
"9249 Gedser (Guldborgsund Kommune)",52.6,52.4,53.0,53.3
"9250 Nøbbet (Lolland Kommune)",44.3,45.5,45.5,46.7
"9251 Padesø (Middelfart Kommune, Assens Kommune, Nordfyns Kommune)",42.2,42.2,42.6,42.4
"9252 Stige (Odense Kommune)",43.9,44.2,44.8,45.5
"9253 Ravnebjerg (Odense Kommune)",40.9,40.8,41.1,41.6
"9254 Bagenkop (Langeland Kommune)",52.6,52.9,54.0,55.1
"9255 Røjleskov (Middelfart Kommune)",40.3,39.9,39.8,41.2
"9256 Tårup (Nyborg Kommune)",46.4,47.2,46.6,46.7
"9257 Hjulby (Nyborg Kommune)",41.0,41.7,42.9,44.2
"9258 Lundeborg (Svendborg Kommune)",50.0,49.9,50.3,51.6
"9259 Adsbøl (Sønderborg Kommune)",40.9,40.8,41.1,41.5
"9260 Genner (Aabenraa Kommune)",43.2,43.1,43.3,43.5
"9261 Ildved (Vejle Kommune)",37.6,0.0,0.0,0.0
"9262 Klejs (Hedensted Kommune)",41.0,41.3,41.8,40.7
"9264 Stenderup (Vejen Kommune)",35.9,36.3,36.6,39.1
"9265 Urup (Billund Kommune)",41.3,41.1,40.5,42.5
"9266 Nollund (Billund Kommune)",31.6,32.0,32.6,33.0
"9267 Vesterhede (Billund Kommune)",40.3,41.5,42.2,41.9
"9268 Sankt Peders (Vejen Kommune)",42.2,42.4,43.1,43.4
"9269 Hovborg (Vejen Kommune)",41.5,43.0,43.1,42.4
"9270 Skjoldbjerg (Billund Kommune)",42.9,42.8,43.1,41.5
"9271 Mosevrå (Varde Kommune)",55.7,55.7,57.7,0.0
"9273 Rousthøje (Varde Kommune)",36.5,35.2,35.0,35.0
"9275 Væggerskilde (Ringkøbing-Skjern Kommune)",33.1,32.8,33.3,34.0
"9276 Finderup (Ringkøbing-Skjern Kommune)",35.6,36.2,37.1,37.0
"9277 Fjelstervang (Ringkøbing-Skjern Kommune)",35.6,36.2,37.4,37.4
"9278 Haurvig (Ringkøbing-Skjern Kommune)",53.8,54.9,55.3,55.4
"9279 Lyngvig (Ringkøbing-Skjern Kommune)",41.2,41.8,42.2,42.6
"9280 Lem (Ringkøbing-Skjern Kommune)",43.2,43.7,44.3,44.7
"9281 Skærlund (Ikast-Brande Kommune)",39.1,40.6,41.6,41.6
"9282 Uhre (Ikast-Brande Kommune)",39.5,39.3,38.7,38.9
"9283 Farre (Vejle Kommune)",38.2,39.1,39.7,39.6
"9284 Vorslunde (Vejle Kommune)",39.9,39.9,39.5,40.8
"9285 Langelund (Vejle Kommune)",40.4,40.5,40.3,40.4
"9286 Vonge (Vejle Kommune)",39.8,39.8,40.0,40.0
