"Gennemsnitsalder efter sogn og tid"

" ","2014","2015","2016","2017"
"7780 Korsløkke (Odense Kommune)",38.1,38.4,38.4,38.3
"7781 Sankt Hans (Odense Kommune)",35.0,34.9,34.6,34.5
"7782 Fredens (Odense Kommune)",37.5,37.3,37.4,37.4
"7783 Hans Tausens (Odense Kommune)",36.0,36.0,36.0,35.7
"7784 Paarup (Odense Kommune)",43.7,43.8,44.0,44.1
"7785 Korup (Odense Kommune)",43.5,43.8,43.8,43.9
"7786 Ubberud (Odense Kommune)",40.2,40.3,40.4,40.7
"7787 Dalum (Odense Kommune)",37.9,38.2,38.2,38.3
"7788 Sanderum (Odense Kommune)",43.9,44.0,44.1,44.4
"7789 Brændekilde (Odense Kommune)",37.9,38.1,38.5,39.2
"7790 Bellinge (Odense Kommune)",43.1,43.6,43.9,43.8
"7791 Stenløse (Odense Kommune)",40.6,40.6,40.4,40.1
"7792 Fangel (Odense Kommune)",42.3,43.5,43.4,43.5
"7793 Verninge (Assens Kommune)",41.6,41.8,41.9,41.6
"7794 Tommerup (Assens Kommune)",40.3,40.8,41.1,41.4
"7795 Brylle (Assens Kommune)",41.1,41.0,41.6,42.0
"7796 Vissenbjerg (Assens Kommune)",42.2,42.4,42.4,42.7
"7797 Kerteminde (Kerteminde Kommune)",0.0,0.0,0.0,0.0
"7798 Munkebo (Kerteminde Kommune)",43.3,43.7,43.7,44.0
"7799 Drigstrup (Kerteminde Kommune)",0.0,0.0,0.0,0.0
"7800 Kølstrup (Kerteminde Kommune)",42.1,42.6,42.7,42.3
"7801 Assens (Assens Kommune)",47.6,47.9,47.7,47.6
"7802 Bågø (Assens Kommune)",61.4,56.6,56.1,57.3
"7803 Kærum (Assens Kommune)",43.8,44.6,44.9,45.3
"7804 Gamtofte (Assens Kommune)",43.1,43.4,44.2,43.4
"7805 Søby (Assens Kommune)",36.4,37.0,36.7,37.3
"7806 Turup (Assens Kommune)",41.7,41.5,42.7,43.7
"7807 Barløse (Assens Kommune)",39.2,39.1,39.4,39.6
"7808 Sandager (Assens Kommune)",42.7,43.3,43.4,44.1
"7809 Holevad (Assens Kommune)",41.3,40.6,42.1,42.0
"7810 Tanderup (Middelfart Kommune)",41.4,41.5,41.4,41.2
"7811 Kerte (Assens Kommune)",40.3,41.0,41.4,41.4
"7812 Skydebjerg (Assens Kommune)",35.6,36.4,37.4,38.0
"7813 Ørsted (Assens Kommune)",40.3,40.8,41.2,40.7
"7814 Orte (Assens Kommune)",40.5,41.0,41.5,42.0
"7815 Søllested (Assens Kommune)",40.3,41.2,41.9,42.0
"7816 Vedtofte (Assens Kommune)",41.6,41.3,42.0,43.2
"7817 Glamsbjerg (Assens Kommune)",42.0,42.1,42.5,42.7
"7818 Flemløse (Assens Kommune)",42.1,42.7,43.2,42.6
"7819 Hårby (Assens Kommune)",46.7,47.0,47.2,47.7
"7820 Dreslette (Assens Kommune)",44.5,44.7,45.1,45.4
"7821 Sønderby (Assens Kommune)",42.1,42.2,42.7,43.5
"7822 Helnæs (Assens Kommune)",50.7,52.3,51.8,53.9
"7823 Middelfart (Middelfart Kommune)",44.5,44.7,45.0,45.2
"7824 Kauslunde (Middelfart Kommune)",37.5,37.6,37.6,37.6
"7825 Vejlby (Middelfart Kommune)",42.6,43.4,43.6,42.8
"7826 Strib (Middelfart Kommune)",44.7,45.0,45.3,45.8
"7827 Asperup (Middelfart Kommune)",40.9,41.4,41.7,42.6
"7828 Roerslev (Middelfart Kommune)",41.1,41.7,43.1,42.7
"7829 Brenderup (Middelfart Kommune)",41.5,42.3,42.4,42.6
"7830 Fjelsted (Middelfart Kommune)",40.5,40.5,41.4,41.3
"7831 Harndrup (Middelfart Kommune)",41.5,41.8,42.3,42.9
"7832 Gelsted (Middelfart Kommune)",41.9,41.9,41.8,42.1
"7833 Rørup (Assens Kommune)",42.5,42.2,42.6,43.4
"7834 Balslev (Middelfart Kommune)",38.6,40.2,39.7,40.2
"7835 Ejby (Middelfart Kommune)",44.9,45.2,45.1,44.8
"7836 Nørre Aaby (Middelfart Kommune)",41.5,41.8,41.9,41.8
"7837 Indslev (Middelfart Kommune)",41.5,41.8,42.9,42.8
"7838 Gamborg (Middelfart Kommune)",43.6,44.8,44.7,46.6
"7839 Udby (Middelfart Kommune)",37.7,38.4,39.2,38.6
"7840 Føns (Middelfart Kommune)",47.9,48.9,50.1,49.6
"7841 Ørslev (Middelfart Kommune)",41.8,42.7,42.6,41.6
"7842 Husby (Middelfart Kommune)",43.5,44.1,45.1,46.6
"7843 Lunde (Nordfyns Kommune)",39.4,39.6,40.6,41.4
"7844 Lumby (Odense Kommune)",40.9,41.0,41.1,41.1
"7845 Allesø (Odense Kommune)",41.7,41.4,42.4,43.0
"7846 Næsbyhoved-Broby (Odense Kommune)",40.4,40.6,41.2,41.4
"7847 Næsby (Odense Kommune)",42.6,42.7,42.7,43.0
"7848 Krogsbølle (Nordfyns Kommune)",43.0,43.6,43.8,44.1
"7849 Nørre Næraa (Nordfyns Kommune)",39.8,40.8,41.8,42.1
"7850 Bederslev (Nordfyns Kommune)",41.0,41.2,43.4,44.5
"7851 Klinte (Nordfyns Kommune)",42.5,42.4,43.9,44.0
"7852 Grindløse (Nordfyns Kommune)",38.7,40.0,40.0,40.9
"7853 Uggerslev (Nordfyns Kommune)",40.6,40.9,41.2,41.7
"7854 Nørre Højrup (Nordfyns Kommune)",40.9,40.6,40.5,40.2
"7855 Skamby (Nordfyns Kommune)",38.7,38.6,38.2,38.8
"7856 Bogense (Nordfyns Kommune)",48.5,48.9,49.3,49.3
"7857 Skovby (Nordfyns Kommune)",40.4,40.8,40.1,42.5
"7858 Ore (Nordfyns Kommune)",40.5,41.1,41.2,41.9
"7859 Guldbjerg (Nordfyns Kommune)",45.4,44.9,48.0,47.6
"7860 Nørre Sandager (Nordfyns Kommune)",40.5,40.9,41.7,40.9
"7861 Ejlby (Nordfyns Kommune)",40.4,42.4,41.2,41.3
"7862 Melby (Nordfyns Kommune)",39.0,39.0,39.4,39.6
"7863 Særslev (Nordfyns Kommune)",40.5,40.7,40.6,40.6
"7864 Hårslev (Nordfyns Kommune)",39.3,39.5,39.6,40.2
"7865 Vigerslev (Nordfyns Kommune)",41.1,41.4,41.6,41.6
"7866 Veflinge (Nordfyns Kommune)",41.2,41.3,41.4,41.4
"7867 Søndersø (Nordfyns Kommune)",43.4,43.3,43.6,43.2
"7868 Agedrup (Odense Kommune)",41.8,42.2,42.6,42.5
"7869 Marslev (Kerteminde Kommune)",37.3,38.0,38.1,38.6
"7870 Birkende (Kerteminde Kommune)",40.6,41.1,41.3,41.5
"7871 Rynkeby (Kerteminde Kommune)",40.4,40.4,40.9,41.3
"7872 Revninge (Kerteminde Kommune)",36.6,37.2,37.6,38.4
"7873 Mesinge (Kerteminde Kommune)",42.1,43.2,43.6,43.9
"7874 Viby (Kerteminde Kommune)",43.0,41.9,42.3,43.1
"7875 Dalby (Kerteminde Kommune)",41.8,42.1,43.1,43.6
"7876 Stubberup (Kerteminde Kommune)",46.3,46.2,46.7,46.8
"7877 Seden (Odense Kommune)",40.3,40.3,40.5,40.8
"7878 Åsum (Odense Kommune)",40.3,40.7,39.4,38.4
"7879 Fraugde (Odense Kommune)",34.5,34.4,34.8,35.2
"7880 Allerup (Odense Kommune)",38.1,38.7,38.8,39.0
"7881 Davinde (Odense Kommune)",39.1,38.7,40.1,40.1
"7882 Rønninge (Kerteminde Kommune)",42.7,43.0,43.1,42.9
"7883 Rolfsted (Faaborg-Midtfyn Kommune)",43.4,43.6,43.6,43.7
"7884 Sønder Nærå (Faaborg-Midtfyn Kommune)",40.2,40.0,40.1,39.9
"7885 Nørre Lyndelse (Faaborg-Midtfyn Kommune)",41.4,42.1,42.4,42.5
"7886 Højby (Odense Kommune)",40.6,41.0,41.4,41.8
"7887 Nørre Søby (Faaborg-Midtfyn Kommune)",39.3,39.9,39.5,40.1
"7888 Norup (Nordfyns Kommune)",45.5,46.1,46.5,46.6
"7889 Østrup (Nordfyns Kommune)",41.4,41.9,41.6,40.8
"7890 Skeby (Nordfyns Kommune)",41.5,41.2,42.4,42.6
"7891 Otterup (Nordfyns Kommune)",45.5,45.8,45.7,45.8
"7892 Hjadstrup (Nordfyns Kommune)",39.5,39.3,39.8,40.6
"7893 Sankt Nikolaj (Vejle Kommune)",41.9,42.1,42.0,41.8
"7894 Vor Frelsers (Vejle Kommune)",40.9,40.9,41.0,41.0
"7895 Sankt Johannes (Vejle Kommune)",39.3,39.1,38.7,38.7
"7896 Hornstrup (Vejle Kommune)",40.4,40.6,41.1,41.3
"7897 Øster Snede (Hedensted Kommune)",37.2,37.8,38.5,39.0
"7898 Grejs (Vejle Kommune, Hedensted Kommune)",37.0,37.6,38.2,38.2
"7899 Sindbjerg (Vejle Kommune, Hedensted Kommune)",39.3,39.9,40.2,40.5
"7900 Uldum (Hedensted Kommune)",40.0,39.8,40.6,40.5
"7901 Langskov (Hedensted Kommune)",41.1,40.7,40.6,40.4
"7902 Hvejsel (Vejle Kommune)",36.1,0.0,0.0,0.0
"7903 Bredsten (Vejle Kommune)",40.7,41.1,41.2,41.5
"7904 Skibet (Vejle Kommune)",38.7,38.9,39.3,39.7
"7905 Jelling (Vejle Kommune)",39.7,40.0,40.2,40.3
"7906 Hover (Vejle Kommune)",38.8,39.0,39.0,39.1
"7907 Kollerup (Vejle Kommune)",35.5,36.5,37.5,37.9
"7908 Vindelev (Vejle Kommune)",39.7,39.7,40.3,41.2
"7909 Trinitatis (Fredericia Kommune)",41.3,41.4,41.4,41.4
"7910 Vejlby (Fredericia Kommune)",43.4,44.0,44.4,44.7
"7911 Sankt Michaelis (Fredericia Kommune)",45.2,45.5,44.6,43.8
"7912 Christians (Fredericia Kommune)",40.7,40.7,41.0,41.4
"7913 Erritsø (Fredericia Kommune)",42.1,42.8,42.9,43.2
"7914 Bredstrup (Fredericia Kommune)",39.8,40.3,40.9,41.5
"7915 Taulov (Fredericia Kommune)",39.5,39.8,40.2,40.5
"7916 Gauerslund (Vejle Kommune)",39.4,39.5,39.5,39.7
"7917 Vinding (Vejle Kommune)",44.4,45.2,45.4,45.8
"7918 Skærup (Vejle Kommune)",40.4,40.3,40.8,40.6
"7919 Mølholm (Vejle Kommune)",42.3,42.5,42.4,42.7
"7920 Smidstrup (Vejle Kommune)",39.5,39.5,39.9,40.1
"7921 Pjedsted (Fredericia Kommune)",41.2,42.0,42.3,42.3
"7922 Gårslev (Vejle Kommune)",44.2,44.3,44.3,45.0
"7923 Højen (Vejle Kommune)",39.6,39.7,40.2,41.1
"7924 Jerlev (Vejle Kommune)",39.6,39.9,40.1,40.2
"7925 Egtved (Vejle Kommune)",43.4,43.8,44.1,44.2
"7926 Ødsted (Vejle Kommune)",38.8,39.3,39.9,40.0
"7927 Sankt Nicolai (Kolding Kommune)",40.1,40.1,39.9,40.4
"7928 Kristkirkens (Kolding Kommune)",36.8,36.9,36.9,37.1
"7929 Brændkjær (Kolding Kommune)",42.8,42.6,42.4,42.0
"7930 Eltang (Kolding Kommune)",42.1,42.2,42.2,41.5
"7931 Sønder Vilstrup (Kolding Kommune)",38.0,39.2,40.3,40.8
"7932 Nørre Bjert (Kolding Kommune)",41.2,41.3,41.2,41.8
"7933 Harte (Kolding Kommune)",43.1,43.6,43.9,44.2
"7934 Bramdrup (Kolding Kommune)",42.8,43.1,43.5,43.9
"7935 Herslev (Fredericia Kommune)",38.3,39.2,39.4,39.7
"7936 Almind (Kolding Kommune)",38.5,39.0,39.3,39.6
"7937 Viuf (Kolding Kommune)",38.0,38.3,37.8,37.7
"7938 Øster Starup (Vejle Kommune)",39.8,40.5,40.8,41.4
"7939 Vester Nebel (Kolding Kommune)",38.1,38.3,38.5,38.5
"7940 Vonsild (Kolding Kommune)",40.9,40.6,41.4,41.6
"7941 Dalby (Kolding Kommune)",40.9,40.9,40.6,40.1
"7942 Sønder Bjert (Kolding Kommune)",42.4,42.5,42.6,43.4
"7943 Sønder Stenderup (Kolding Kommune)",41.3,41.5,42.1,42.5
"7944 Hejls (Kolding Kommune)",45.9,45.6,44.9,44.9
"7945 Vejstrup (Kolding Kommune)",39.6,39.7,40.4,40.1
"7946 Ødis (Kolding Kommune)",41.4,41.7,42.2,43.0
"7947 Taps (Kolding Kommune)",37.5,38.0,38.8,39.2
"7948 Nebsager (Hedensted Kommune)",43.3,43.4,43.5,43.5
"7949 Bjerre (Hedensted Kommune)",38.4,38.6,38.5,39.2
"7950 Urlev (Hedensted Kommune)",38.7,38.1,39.3,40.1
"7951 Stenderup (Hedensted Kommune)",39.3,39.5,39.3,38.3
"7952 Ørum (Hedensted Kommune)",38.2,38.6,39.2,40.5
"7953 Daugård (Hedensted Kommune)",39.6,40.0,40.5,40.4
"7954 Stouby (Hedensted Kommune)",40.0,40.2,40.2,40.8
"7955 Hornum (Hedensted Kommune)",36.0,38.4,38.0,38.9
"7956 Barrit (Hedensted Kommune)",40.1,40.8,41.0,41.0
"7957 Vrigsted (Hedensted Kommune)",38.6,39.4,39.1,39.7
"7958 As (Hedensted Kommune)",45.7,46.7,47.4,49.0
"7959 Klakring (Hedensted Kommune)",42.8,43.0,43.7,44.1
"7960 Rårup (Hedensted Kommune)",40.4,40.6,41.3,41.5
"7961 Skjold (Hedensted Kommune)",37.8,38.2,38.8,40.3
"7962 Glud (Hedensted Kommune)",45.1,45.4,45.8,46.3
"7963 Hjarnø (Hedensted Kommune)",51.2,51.8,51.8,51.2
"7964 Hatting (Horsens Kommune, Hedensted Kommune)",40.5,40.6,40.3,40.5
"7965 Ølsted (Hedensted Kommune)",39.0,39.3,39.1,39.0
"7966 Torsted (Horsens Kommune)",37.9,37.9,37.9,38.0
"7967 Tyrsted (Horsens Kommune)",41.1,41.3,41.5,41.4
"7968 Uth (Horsens Kommune)",40.3,41.4,41.9,41.6
"7969 Løsning (Hedensted Kommune)",40.2,40.5,40.3,40.4
"7970 Korning (Hedensted Kommune)",39.3,39.1,39.9,40.7
"7971 Hedensted (Hedensted Kommune)",40.1,40.0,40.5,40.8
"7972 Store Dalby (Hedensted Kommune)",41.3,41.5,39.7,39.3
"7973 Engum (Vejle Kommune)",36.3,36.9,36.8,35.6
"7974 Brande (Ikast-Brande Kommune)",41.1,41.3,41.5,41.6
"7975 Givskud (Vejle Kommune)",40.7,40.9,41.5,41.6
"7976 Øster Nykirke (Vejle Kommune)",39.4,39.7,39.6,39.1
"7977 Thyregod (Vejle Kommune)",39.5,39.9,40.3,40.1
"7978 Vester (Vejle Kommune)",41.1,42.3,41.5,43.2
"7979 Sønder Omme (Billund Kommune)",42.3,42.6,42.7,42.6
"7980 Blåhøj (Ikast-Brande Kommune)",37.7,38.0,39.0,38.9
"7981 Filskov (Billund Kommune)",41.3,42.0,42.3,42.3
"7982 Ringive (Vejle Kommune)",38.1,38.9,38.6,39.9
"7983 Give (Vejle Kommune)",44.0,44.4,44.6,44.9
"7984 Gadbjerg (Vejle Kommune)",40.8,41.4,41.6,41.5
"7985 Lindeballe (Vejle Kommune)",41.3,41.8,41.7,42.7
"7986 Nørup (Vejle Kommune)",41.4,41.6,41.8,42.5
"7987 Randbøl (Vejle Kommune)",41.8,42.0,42.3,42.6
"7988 Gammel Rye (Skanderborg Kommune)",38.9,39.2,38.7,39.0
"7989 Sønder Vissing (Horsens Kommune)",40.5,41.2,41.3,41.7
"7990 Voerladegård (Horsens Kommune, Skanderborg Kommune)",38.3,37.5,37.7,37.9
"7991 Grædstrup (Horsens Kommune)",36.5,36.8,37.5,37.8
"7992 Vinding (Silkeborg Kommune)",39.7,40.3,40.5,41.5
"7993 Bryrup (Silkeborg Kommune)",42.4,42.8,42.9,43.3
"7994 Brædstrup (Horsens Kommune)",46.4,46.4,46.1,46.2
"7995 Føvling (Horsens Kommune)",39.6,40.8,40.6,39.9
"7996 Tønning (Horsens Kommune)",37.6,38.6,39.3,40.4
"7997 Træden (Horsens Kommune)",39.8,40.0,40.5,41.0
"7998 Them (Silkeborg Kommune)",39.4,40.1,40.7,41.1
"7999 Nørre Snede (Ikast-Brande Kommune)",44.9,45.2,45.1,44.9
"8000 Ejstrup (Ikast-Brande Kommune)",42.0,42.6,42.7,43.4
"8001 Aale (Hedensted Kommune)",37.2,37.9,38.7,38.4
"8002 Linnerup (Hedensted Kommune)",39.1,40.2,39.8,39.8
"8003 Tørring (Hedensted Kommune)",41.8,41.8,42.3,42.1
"8004 Hammer (Hedensted Kommune)",40.1,39.4,40.1,38.9
"8005 Klovborg (Ikast-Brande Kommune, Hedensted Kommune)",42.1,41.9,42.0,42.5
"8006 Tyrsting (Horsens Kommune)",36.0,37.7,37.8,38.0
"8007 Vrads (Silkeborg Kommune)",45.1,46.2,46.1,47.2
"8008 Skanderborg Slotssogn (Skanderborg Kommune)",0.0,0.0,0.0,0.0
"8009 Skanderup (Skanderborg Kommune)",0.0,0.0,0.0,0.0
"8010 Stilling (Skanderborg Kommune)",40.8,41.3,41.6,42.0
"8011 Blegind (Skanderborg Kommune)",33.6,34.5,34.8,33.3
"8012 Hørning (Skanderborg Kommune)",39.4,39.4,39.3,39.0
"8013 Adslev (Skanderborg Kommune)",40.9,40.8,41.3,40.5
"8014 Dover (Skanderborg Kommune)",39.7,40.1,40.4,40.2
"8015 Veng (Skanderborg Kommune)",39.6,39.7,39.9,39.6
"8016 Mesing (Skanderborg Kommune)",39.2,38.5,38.6,39.7
"8017 Silkeborg (Silkeborg Kommune)",43.0,43.3,44.0,44.4
"8018 Mariehøj (Silkeborg Kommune)",41.0,41.1,41.3,41.7
"8019 Alderslyst (Silkeborg Kommune)",42.6,42.8,43.0,43.2
"8020 Linå (Silkeborg Kommune)",43.4,43.9,43.9,44.2
"8021 Voel (Silkeborg Kommune)",34.9,35.2,35.9,36.4
"8022 Hammel (Favrskov Kommune)",42.5,42.7,42.8,43.2
"8023 Voldby (Favrskov Kommune)",36.9,36.7,36.7,37.3
"8024 Søby (Favrskov Kommune)",38.8,39.4,39.8,40.4
"8025 Skorup (Favrskov Kommune, Silkeborg Kommune)",34.7,35.3,36.5,36.2
"8026 Tvilum (Silkeborg Kommune)",41.3,41.2,41.0,41.3
"8027 Gjern (Silkeborg Kommune)",37.2,37.6,37.5,37.8
"8028 Skannerup (Silkeborg Kommune)",43.0,44.0,43.4,44.5
"8029 Røgen (Favrskov Kommune)",43.5,44.6,44.8,44.7
"8030 Sporup (Favrskov Kommune)",38.1,38.5,38.7,38.2
"8031 Dallerup (Silkeborg Kommune)",36.1,36.7,36.8,37.6
"8032 Låsby (Skanderborg Kommune)",38.6,39.0,39.2,39.4
"8033 Alling (Skanderborg Kommune)",43.3,44.4,45.9,45.5
"8034 Tulstrup (Skanderborg Kommune)",43.3,43.3,42.3,42.7
"8035 Fruering (Skanderborg Kommune)",38.4,38.9,39.4,39.9
"8036 Vitved (Skanderborg Kommune, Aarhus Kommune)",44.3,44.7,44.6,44.6
"8037 Østbirk (Horsens Kommune)",40.0,40.4,40.7,41.0
"8038 Yding (Horsens Kommune)",38.8,39.3,39.6,39.5
"8039 Ovsted (Skanderborg Kommune)",40.8,40.9,41.0,41.3
"8040 Tåning (Skanderborg Kommune)",44.0,44.5,44.7,44.5
"8041 Hylke (Skanderborg Kommune)",37.5,37.7,38.3,39.1
"8042 Kattrup (Horsens Kommune)",39.4,39.7,38.9,39.0
"8043 Tolstrup (Horsens Kommune)",38.4,38.5,38.7,38.8
"8044 Ørridslev (Horsens Kommune)",39.4,39.8,40.2,40.2
"8045 Vedslet (Horsens Kommune)",38.5,39.2,39.6,39.9
"8046 Lundum (Horsens Kommune)",40.9,40.6,40.8,41.5
"8047 Hansted (Horsens Kommune)",38.4,38.9,39.3,39.3
"8048 Vær (Horsens Kommune)",42.6,42.7,43.1,43.2
"8049 Nebel (Horsens Kommune)",38.5,38.5,39.3,39.0
"8050 Gangsted (Horsens Kommune)",37.7,38.0,38.9,40.2
"8051 Søvind (Horsens Kommune)",42.0,42.2,42.4,42.7
"8052 Klostersogn (Horsens Kommune)",37.5,37.7,37.6,37.5
"8053 Vor Frelsers (Horsens Kommune)",38.8,38.9,39.0,39.1
"8054 Tamdrup (Horsens Kommune)",38.2,38.4,38.0,37.6
"8055 Nim (Horsens Kommune)",36.4,36.8,36.8,36.6
"8056 Underup (Horsens Kommune)",42.5,41.6,42.1,40.1
"8057 Hvirring (Hedensted Kommune)",40.9,40.9,40.9,41.5
"8058 Hornborg (Hedensted Kommune)",37.8,38.5,38.3,38.5
"8059 Endelave (Horsens Kommune)",56.4,57.3,56.4,57.9
"8060 Lyngå (Favrskov Kommune)",38.1,38.8,39.2,40.1
"8061 Vitten (Favrskov Kommune)",38.7,39.0,40.3,39.8
"8062 Haldum (Favrskov Kommune)",39.3,39.3,39.6,39.8
"8063 Over og Neder Hadsten (Favrskov Kommune)",0.0,0.0,0.0,0.0
"8064 Lading (Favrskov Kommune)",38.9,39.5,39.8,39.8
"8065 Fårup (Aarhus Kommune)",37.1,37.3,36.9,36.8
"8066 Sabro (Aarhus Kommune)",38.2,38.7,38.5,38.9
"8067 Grundfør (Favrskov Kommune)",39.9,40.2,40.4,40.4
"8068 Spørring (Aarhus Kommune)",38.3,38.1,38.2,38.4
"8069 Søften (Favrskov Kommune)",37.5,37.7,38.2,38.4
"8070 Foldby (Favrskov Kommune)",37.2,37.4,37.9,37.5
"8071 Trige (Aarhus Kommune)",37.7,37.5,38.0,38.4
"8072 Ølsted (Aarhus Kommune)",40.1,42.1,41.3,41.2
"8073 Elsted (Aarhus Kommune)",37.1,37.6,37.8,38.1
"8074 Elev (Aarhus Kommune)",33.1,33.4,33.7,33.3
"8075 Sjelle (Skanderborg Kommune)",40.2,41.3,41.5,41.6
"8076 Skjørring (Skanderborg Kommune)",37.9,38.5,39.5,40.0
"8077 Skivholme (Skanderborg Kommune)",37.2,37.5,37.9,38.0
"8078 Skovby (Skanderborg Kommune)",37.3,37.3,37.3,37.4
"8079 Borum (Aarhus Kommune)",36.4,36.9,38.0,38.0
"8080 Lyngby (Aarhus Kommune)",37.6,38.1,39.3,40.2
"8081 Harlev (Aarhus Kommune)",38.7,39.3,40.2,40.2
"8082 Framlev (Aarhus Kommune)",39.9,40.1,40.4,40.7
"8083 Storring (Skanderborg Kommune)",40.5,39.9,39.8,40.7
"8084 Stjær (Skanderborg Kommune)",37.7,38.1,38.3,39.0
"8085 Galten (Skanderborg Kommune)",41.0,41.3,41.7,41.7
"8086 Tunø (Odder Kommune)",56.5,58.3,58.2,57.0
"8087 Odder (Odder Kommune)",42.5,42.7,42.8,42.9
"8088 Torrild (Odder Kommune)",39.6,40.1,39.8,39.9
"8089 Saksild (Odder Kommune)",45.5,46.7,47.5,47.4
"8090 Nølev (Odder Kommune)",42.1,41.1,42.0,43.4
"8091 Randlev (Odder Kommune)",38.3,39.1,39.0,39.5
"8092 Bjerager (Odder Kommune)",42.8,42.1,42.4,42.5
"8093 Hundslund (Odder Kommune)",40.7,41.2,41.1,41.3
"8094 Ørting (Odder Kommune)",40.0,40.0,40.3,40.5
"8095 Falling (Odder Kommune)",44.2,44.3,45.0,45.2
"8096 Gosmer (Odder Kommune)",39.2,39.3,39.3,38.1
"8097 Halling (Odder Kommune)",46.4,47.2,47.9,49.4
"8098 Gylling (Odder Kommune)",41.1,41.6,41.6,41.9
"8099 Alrø (Odder Kommune)",44.5,45.4,46.7,47.0
"8100 Viby (Aarhus Kommune)",38.5,38.3,38.4,38.4
"8101 Fredens (Aarhus Kommune)",39.4,39.4,39.2,39.1
"8102 Holme (Aarhus Kommune)",41.7,42.0,41.9,41.9
"8103 Tranbjerg (Aarhus Kommune)",42.3,42.8,43.0,43.3
"8104 Skåde (Aarhus Kommune)",40.8,40.9,41.0,41.2
"8105 Mårslet (Aarhus Kommune)",38.6,38.5,38.8,38.9
"8106 Tiset (Aarhus Kommune)",37.2,37.2,37.5,37.6
"8107 Ormslev (Aarhus Kommune)",38.7,38.8,38.9,39.0
"8108 Kolt (Aarhus Kommune)",39.2,39.0,39.0,38.9
"8109 Beder (Aarhus Kommune)",42.6,42.6,43.3,43.5
"8110 Malling (Aarhus Kommune)",41.7,41.9,41.9,42.1
"8111 Astrup (Odder Kommune, Aarhus Kommune)",39.1,39.3,39.5,39.4
"8112 Tulstrup (Aarhus Kommune)",39.4,40.1,41.1,42.6
"8113 Hvilsted (Odder Kommune, Aarhus Kommune)",39.3,40.6,40.7,41.5
"8114 Aarhus Domsogn (Aarhus Kommune)",30.8,31.2,31.4,31.3
"8115 Vor Frue (Aarhus Kommune)",31.8,31.6,31.1,31.2
"8116 Sankt Markus (Aarhus Kommune)",35.8,35.6,35.6,35.6
"8117 Møllevang (Aarhus Kommune)",35.8,35.8,35.7,35.6
"8118 Sankt Pauls (Aarhus Kommune)",36.1,36.0,36.1,36.2
"8119 Langenæs (Aarhus Kommune)",40.0,39.8,39.3,39.0
"8120 Sankt Johannes (Aarhus Kommune)",33.7,33.9,33.9,33.7
"8121 Christians (Aarhus Kommune)",35.5,35.4,35.2,35.0
"8122 Åby (Aarhus Kommune)",38.5,38.5,38.5,38.5
"8123 Vejlby (Aarhus Kommune)",38.0,38.1,38.4,38.4
"8124 Risskov (Aarhus Kommune)",42.6,42.8,43.2,43.3
"8125 Hasle (Aarhus Kommune)",35.8,35.8,35.7,35.7
"8126 Skejby (Aarhus Kommune)",34.9,34.7,35.1,35.5
"8127 Lisbjerg (Aarhus Kommune)",36.6,36.9,37.5,37.3
"8128 Brabrand (Aarhus Kommune)",40.9,40.8,40.9,40.7
"8129 Sønder Årslev (Aarhus Kommune)",44.3,43.6,42.4,42.4
"8130 Tilst (Aarhus Kommune)",37.2,37.6,37.5,37.4
"8131 Kasted (Aarhus Kommune)",38.6,39.2,39.4,38.1
"8132 Sankt Lukas (Aarhus Kommune)",35.9,35.9,35.8,35.7
"8133 Støvring (Randers Kommune)",41.7,42.2,42.9,43.7
"8134 Mellerup (Randers Kommune)",43.6,43.5,44.7,45.0
"8135 Haslund (Randers Kommune)",42.1,41.9,42.3,42.0
"8136 Ølst (Randers Kommune)",41.7,41.0,41.1,41.9
"8137 Værum (Randers Kommune)",41.2,41.9,42.7,42.2
"8138 Ørum (Randers Kommune)",41.9,41.9,41.8,42.0
"8139 Laurbjerg (Favrskov Kommune)",39.2,39.7,39.8,40.7
"8140 Lerbjerg (Favrskov Kommune)",39.2,39.4,39.1,37.6
"8141 Nørre Galten (Favrskov Kommune)",39.9,40.3,40.5,40.4
"8142 Vissing (Favrskov Kommune)",38.3,38.9,39.7,39.0
"8143 Voldum (Favrskov Kommune)",41.1,41.3,41.4,41.0
"8144 Rud (Favrskov Kommune)",37.1,36.6,37.2,37.6
"8145 Årslev (Randers Kommune)",42.9,42.0,42.0,41.6
"8146 Vorup (Randers Kommune)",41.9,42.4,42.5,42.8
"8147 Ødum (Favrskov Kommune)",37.5,37.8,37.7,37.5
"8148 Hadbjerg (Favrskov Kommune)",30.8,31.0,31.2,31.5
"8149 Vester Tørslev (Mariagerfjord Kommune)",39.6,39.0,39.7,39.8
"8150 Svenstrup (Mariagerfjord Kommune)",39.6,40.1,40.5,40.5
"8151 Asferg (Randers Kommune)",42.8,42.7,43.5,44.0
"8152 Fårup (Randers Kommune)",40.5,41.4,41.5,41.7
"8153 Kousted (Randers Kommune)",41.3,42.0,41.6,42.1
"8154 Råsted (Randers Kommune)",39.8,40.4,40.6,39.9
"8155 Spentrup (Randers Kommune)",40.5,40.8,41.0,41.4
"8156 Gassum (Randers Kommune)",39.1,39.8,40.1,39.9
"8157 Hald (Randers Kommune)",39.4,39.7,40.2,40.0
"8158 Kærby (Randers Kommune)",39.9,40.8,42.0,40.5
"8159 Fjellerup (Norddjurs Kommune)",47.6,48.3,48.7,49.8
